"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","lad_code","lad_name","version","level_methodology","establishment_type","t_schools","t_pupils","t_att8","avg_att8","t_entbasics","pt_entbasics","t_l2basics_95","pt_l2basics_95","t_l2basics_94","pt_l2basics_94","t_ebacc_e_ptq_ee","pt_ebacc_e_ptq_ee","t_ebacc_95","pt_ebacc_95","t_ebacc_94","pt_ebacc_94","t_ebaccaps","avg_ebaccaps","t_inp8calc","t_p8score","avg_p8score","p8score_ci_low","p8score_ci_upp"
"202223","Academic year","National","E92000001","England","","","","","Revised","Pupil residency","State-funded schools (LA)",4046,602614,27981661.95,46.4,580119,96.3,274240,45.5,394035,65.4,237496,39.4,102930,17.1,146561,24.3,2450945.26,4.07,567877,-14693.009,"-0.03","-0.03","-0.02"
"202223","Academic year","Regional","E92000001","England","E12000001","North East","","","Revised","Pupil residency","State-funded schools (LA)",206,27748,1236052.5,44.5,26527,95.6,11640,41.9,17334,62.5,10252,36.9,4136,14.9,6228,22.4,106469.76,3.84,26853,-7221.924,"-0.27","-0.29","-0.25"
"202223","Academic year","Regional","E92000001","England","E12000002","North West","","","Revised","Pupil residency","State-funded schools (LA)",617,82899,3694882.62,44.6,79618,96,34585,41.7,51665,62.3,30068,36.3,11661,14.1,17264,20.8,319682.47,3.86,78470,-15672.851,"-0.2","-0.21","-0.19"
"202223","Academic year","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","Revised","Pupil residency","State-funded schools (LA)",451,60908,2729527.38,44.8,58577,96.2,26100,42.9,38354,63,22766,37.4,9304,15.3,13640,22.4,236495.88,3.88,58370,-3237.142,"-0.06","-0.07","-0.04"
"202223","Academic year","Regional","E92000001","England","E12000004","East Midlands","","","Revised","Pupil residency","State-funded schools (LA)",551,53001,2392127.77,45.1,51133,96.5,22649,42.7,33705,63.6,19217,36.3,8164,15.4,11804,22.3,209070.84,3.94,50361,-2307.99,"-0.05","-0.06","-0.03"
"202223","Academic year","Regional","E92000001","England","E12000005","West Midlands","","","Revised","Pupil residency","State-funded schools (LA)",544,67811,3045174.75,44.9,65349,96.4,28381,41.9,42082,62.1,24245,35.8,9237,13.6,13714,20.2,262242.41,3.87,64207,-5566.214,"-0.09","-0.1","-0.08"
"202223","Academic year","Regional","E92000001","England","E12000006","East of England","","","Revised","Pupil residency","State-funded schools (LA)",698,67855,3156901.67,46.5,65463,96.5,30902,45.5,44925,66.2,26531,39.1,11804,17.4,16687,24.6,277599.53,4.09,64382,392.701,"0.01","0","0.02"
"202223","Academic year","Regional","E92000001","England","E12000007","London","","","Revised","Pupil residency","State-funded schools (LA)",800,90358,4592195.39,50.8,87251,96.6,49146,54.4,64549,71.4,50228,55.6,22945,25.4,31350,34.7,415927.02,4.6,82073,22464.859,"0.27","0.26","0.28"
"202223","Academic year","Regional","E92000001","England","E12000008","South East","","","Revised","Pupil residency","State-funded schools (LA)",937,96182,4552980.08,47.3,92461,96.1,45823,47.6,64796,67.4,36600,38.1,17737,18.4,24515,25.5,400342.4,4.16,90067,-2211.789,"-0.02","-0.03","-0.02"
"202223","Academic year","Regional","E92000001","England","E12000009","South West","","","Revised","Pupil residency","State-funded schools (LA)",435,55852,2581819.79,46.2,53740,96.2,25014,44.8,36625,65.6,17589,31.5,7942,14.2,11359,20.3,223114.95,3.99,53094,-1332.659,"-0.03","-0.04","-0.01"
"202223","Academic year","Regional","E92000001","England","E13000001","Inner London","","","Revised","Pupil residency","State-funded schools (LA)",528,29019,1446158.8,49.8,27934,96.3,15201,52.4,20248,69.8,17031,58.7,7116,24.5,9902,34.1,131072.41,4.52,26418,5713.349,"0.22","0.2","0.23"
"202223","Academic year","Regional","E92000001","England","E13000002","Outer London","","","Revised","Pupil residency","State-funded schools (LA)",780,61339,3146036.59,51.3,59317,96.7,33945,55.3,44301,72.2,33197,54.1,15829,25.8,21448,35,284854.61,4.64,55655,16751.51,"0.3","0.29","0.31"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000001","Hartlepool","Revised","Pupil residency","State-funded schools (LA)",25,1114,46000,41.3,1062,95.3,421,37.8,665,59.7,383,34.4,118,10.6,189,17,3929.19,3.53,1091,-504.523,"-0.46","-0.55","-0.38"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000002","Middlesbrough","Revised","Pupil residency","State-funded schools (LA)",32,1740,71497.25,41.1,1656,95.2,615,35.3,1004,57.7,599,34.4,209,12,336,19.3,6106.28,3.51,1632,-686.979,"-0.42","-0.49","-0.35"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","Revised","Pupil residency","State-funded schools (LA)",26,1455,65502.25,45,1400,96.2,667,45.8,948,65.2,586,40.3,257,17.7,392,26.9,5761.2,3.96,1420,-482.235,"-0.34","-0.41","-0.27"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","Revised","Pupil residency","State-funded schools (LA)",42,2319,106212.25,45.8,2207,95.2,1090,47,1569,67.7,1008,43.5,404,17.4,642,27.7,9257.5,3.99,2259,-427.233,"-0.19","-0.25","-0.13"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000005","Darlington","Revised","Pupil residency","State-funded schools (LA)",34,1162,53167.25,45.8,1124,96.7,529,45.5,748,64.4,418,36,171,14.7,260,22.4,4536.69,3.9,1136,-270.08,"-0.24","-0.32","-0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000006","Halton","Revised","Pupil residency","State-funded schools (LA)",43,1524,65481.5,43,1461,95.9,586,38.5,901,59.1,311,20.4,141,9.3,197,12.9,5382.05,3.53,1482,-433.056,"-0.29","-0.36","-0.22"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000007","Warrington","Revised","Pupil residency","State-funded schools (LA)",56,2477,120144.25,48.5,2400,96.9,1184,47.8,1737,70.1,1010,40.8,430,17.4,611,24.7,10498.24,4.24,2350,-146.015,"-0.06","-0.12","0"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000008","Blackburn with Darwen","Revised","Pupil residency","State-funded schools (LA)",48,2139,96276.03,45,2057,96.2,947,44.3,1360,63.6,1039,48.6,378,17.7,563,26.3,8509.34,3.98,2021,-163.82,"-0.08","-0.14","-0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000009","Blackpool","Revised","Pupil residency","State-funded schools (LA)",26,1490,53971.5,36.2,1382,92.8,423,28.4,713,47.9,281,18.9,91,6.1,129,8.7,4446.49,2.98,1432,-1159.612,"-0.81","-0.88","-0.74"
"202223","Academic year","Local authority district","E92000001","England","E12000003","Yorkshire and The Humber","E06000010","Kingston upon Hull, City of","Revised","Pupil residency","State-funded schools (LA)",35,3083,130491,42.3,2949,95.7,1146,37.2,1747,56.7,1398,45.3,434,14.1,731,23.7,11320.14,3.67,2938,-1367.214,"-0.47","-0.52","-0.41"
"202223","Academic year","Local authority district","E92000001","England","E12000003","Yorkshire and The Humber","E06000011","East Riding of Yorkshire","Revised","Pupil residency","State-funded schools (LA)",67,3401,158017.5,46.5,3310,97.3,1547,45.5,2286,67.2,1248,36.7,544,16,789,23.2,13793.06,4.06,3322,-40.611,"-0.01","-0.06","0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000003","Yorkshire and The Humber","E06000012","North East Lincolnshire","Revised","Pupil residency","State-funded schools (LA)",25,1798,75144,41.8,1732,96.3,625,34.8,1046,58.2,662,36.8,237,13.2,367,20.4,6613.67,3.68,1750,-748.407,"-0.43","-0.49","-0.36"
"202223","Academic year","Local authority district","E92000001","England","E12000003","Yorkshire and The Humber","E06000013","North Lincolnshire","Revised","Pupil residency","State-funded schools (LA)",37,1904,83521.13,43.9,1843,96.8,763,40.1,1228,64.5,712,37.4,242,12.7,384,20.2,7124.75,3.74,1852,-262.526,"-0.14","-0.21","-0.08"
"202223","Academic year","Local authority district","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York","Revised","Pupil residency","State-funded schools (LA)",16,1771,86304.25,48.7,1728,97.6,871,49.2,1235,69.7,738,41.7,353,19.9,472,26.7,7654.18,4.32,1683,153.031,"0.09","0.02","0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E06000015","Derby","Revised","Pupil residency","State-funded schools (LA)",55,3201,135193.75,42.2,3057,95.5,1229,38.4,1863,58.2,1152,36,467,14.6,686,21.4,11889.57,3.71,3020,-555.507,"-0.18","-0.23","-0.13"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E06000016","Leicester","Revised","Pupil residency","State-funded schools (LA)",57,4689,210424.25,44.9,4472,95.4,1968,42,2808,59.9,1830,39,770,16.4,1096,23.4,18463.53,3.94,4176,370.545,"0.09","0.05","0.13"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E06000017","Rutland","Revised","Pupil residency","State-funded schools (LA)",18,322,16004.25,49.7,313,97.2,171,53.1,234,72.7,147,45.7,72,22.4,101,31.4,1445.2,4.49,304,93.59,"0.31","0.15","0.47"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E06000018","Nottingham","Revised","Pupil residency","State-funded schools (LA)",59,3438,147063.75,42.8,3292,95.8,1227,35.7,1985,57.7,982,28.6,375,10.9,570,16.6,12636.35,3.68,3161,-748.489,"-0.24","-0.29","-0.19"
"202223","Academic year","Local authority district","E92000001","England","E12000005","West Midlands","E06000019","Herefordshire, County of","Revised","Pupil residency","State-funded schools (LA)",38,1740,77511.75,44.5,1685,96.8,732,42.1,1120,64.4,483,27.8,232,13.3,331,19,6687.28,3.84,1675,-455.177,"-0.27","-0.34","-0.2"
"202223","Academic year","Local authority district","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","Revised","Pupil residency","State-funded schools (LA)",41,2280,98226.75,43.1,2218,97.3,838,36.8,1305,57.2,712,31.2,301,13.2,444,19.5,8494.31,3.73,2172,-843.119,"-0.39","-0.45","-0.33"
"202223","Academic year","Local authority district","E92000001","England","E12000005","West Midlands","E06000021","Stoke-on-Trent","Revised","Pupil residency","State-funded schools (LA)",52,3106,124867.75,40.2,2959,95.3,1029,33.1,1668,53.7,964,31,260,8.4,434,14,10427.35,3.36,2968,-1060.063,"-0.36","-0.41","-0.31"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000022","Bath and North East Somerset","Revised","Pupil residency","State-funded schools (LA)",36,1793,90205.5,50.3,1727,96.3,930,51.9,1303,72.7,767,42.8,367,20.5,516,28.8,7977.65,4.45,1708,515.432,"0.3","0.23","0.37"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000023","Bristol, City of","Revised","Pupil residency","State-funded schools (LA)",64,4255,191392.75,45,4054,95.3,1771,41.6,2668,62.7,1426,33.5,580,13.6,848,19.9,16641.16,3.91,3987,-219.441,"-0.06","-0.1","-0.01"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000024","North Somerset","Revised","Pupil residency","State-funded schools (LA)",37,2311,107551.51,46.5,2217,95.9,1035,44.8,1551,67.1,689,29.8,321,13.9,453,19.6,9223.24,3.99,2225,-18.007,"-0.01","-0.07","0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000025","South Gloucestershire","Revised","Pupil residency","State-funded schools (LA)",70,2950,138968.5,47.1,2852,96.7,1341,45.5,1971,66.8,858,29.1,400,13.6,588,19.9,11925.89,4.04,2799,193.728,"0.07","0.02","0.12"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000026","Plymouth","Revised","Pupil residency","State-funded schools (LA)",35,2795,120913.25,43.3,2678,95.8,1082,38.7,1627,58.2,730,26.1,311,11.1,470,16.8,10205.23,3.65,2679,-598.703,"-0.22","-0.28","-0.17"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000027","Torbay","Revised","Pupil residency","State-funded schools (LA)",23,1422,62357.25,43.9,1334,93.8,590,41.5,878,61.7,285,20,151,10.6,208,14.6,5246.64,3.69,1355,-308.182,"-0.23","-0.3","-0.15"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000030","Swindon","Revised","Pupil residency","State-funded schools (LA)",40,2814,128377.27,45.6,2707,96.2,1260,44.8,1851,65.8,793,28.2,370,13.1,536,19,11130.65,3.96,2573,1.043,"0","-0.05","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E06000031","Peterborough","Revised","Pupil residency","State-funded schools (LA)",37,2740,118685.75,43.3,2622,95.7,1018,37.2,1646,60.1,569,20.8,273,10,384,14,10026.19,3.66,2534,167.24,"0.07","0.01","0.12"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E06000032","Luton","Revised","Pupil residency","State-funded schools (LA)",61,3111,139669,44.9,3015,96.9,1383,44.5,1957,62.9,1298,41.7,504,16.2,742,23.9,12288.86,3.95,2849,315.894,"0.11","0.06","0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E06000033","Southend-on-Sea","Revised","Pupil residency","State-funded schools (LA)",41,2032,97532.51,48,1950,96,971,47.8,1350,66.4,1001,49.3,437,21.5,590,29,8601.67,4.23,1937,-286.16,"-0.15","-0.21","-0.08"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E06000034","Thurrock","Revised","Pupil residency","State-funded schools (LA)",99,2401,109380.5,45.6,2338,97.4,1102,45.9,1558,64.9,1071,44.6,445,18.5,642,26.7,9621.65,4.01,2271,-190.118,"-0.08","-0.14","-0.03"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000035","Medway","Revised","Pupil residency","State-funded schools (LA)",97,3302,146307.63,44.3,3189,96.6,1345,40.7,1993,60.4,1231,37.3,569,17.2,842,25.5,12776.87,3.87,3127,-465.398,"-0.15","-0.2","-0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000036","Bracknell Forest","Revised","Pupil residency","State-funded schools (LA)",51,1380,65301.63,47.3,1327,96.2,640,46.4,915,66.3,491,35.6,240,17.4,333,24.1,5708.65,4.14,1290,24.842,"0.02","-0.06","0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000037","West Berkshire","Revised","Pupil residency","State-funded schools (LA)",41,1674,83209,49.7,1624,97,850,50.8,1194,71.3,806,48.1,368,22,531,31.7,7432.68,4.44,1564,393.828,"0.25","0.18","0.32"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000038","Reading","Revised","Pupil residency","State-funded schools (LA)",47,1735,79151.63,45.6,1667,96.1,767,44.2,1082,62.4,644,37.1,289,16.7,398,22.9,6969.66,4.02,1542,-94.019,"-0.06","-0.13","0.01"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000039","Slough","Revised","Pupil residency","State-funded schools (LA)",71,2364,114683.25,48.5,2275,96.2,1169,49.5,1589,67.2,1015,42.9,453,19.2,604,25.5,10149.53,4.29,2101,126.075,"0.06","0","0.12"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000040","Windsor and Maidenhead","Revised","Pupil residency","State-funded schools (LA)",54,1563,83676,53.5,1538,98.4,938,60,1213,77.6,744,47.6,422,27,551,35.3,7609.92,4.87,1394,331.686,"0.24","0.16","0.31"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000041","Wokingham","Revised","Pupil residency","State-funded schools (LA)",46,2034,112196.13,55.2,1970,96.9,1295,63.7,1616,79.4,1032,50.7,616,30.3,774,38.1,10145.3,4.99,1833,786.113,"0.43","0.36","0.49"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000042","Milton Keynes","Revised","Pupil residency","State-funded schools (LA)",53,3672,168659,45.9,3551,96.7,1657,45.1,2447,66.6,1291,35.2,502,13.7,742,20.2,14782.39,4.03,3382,-357.166,"-0.11","-0.15","-0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000043","Brighton and Hove","Revised","Pupil residency","State-funded schools (LA)",30,2350,112382.01,47.8,2254,95.9,1173,49.9,1648,70.1,1188,50.6,499,21.2,741,31.5,10190.21,4.34,2217,1.328,"0","-0.06","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000044","Portsmouth","Revised","Pupil residency","State-funded schools (LA)",39,2110,81605.25,38.7,1996,94.6,659,31.2,1112,52.7,722,34.2,210,10,345,16.4,7023.99,3.33,1986,-900.481,"-0.45","-0.52","-0.39"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000045","Southampton","Revised","Pupil residency","State-funded schools (LA)",43,2476,107044.25,43.2,2351,95,964,38.9,1465,59.2,799,32.3,320,12.9,465,18.8,9211.81,3.72,2326,-718.903,"-0.31","-0.37","-0.25"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000046","Isle of Wight","Revised","Pupil residency","State-funded schools (LA)",9,1236,50706.5,41,1187,96,450,36.4,717,58,466,37.7,115,9.3,178,14.4,4293.39,3.47,1191,-289.2,"-0.24","-0.32","-0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000047","County Durham","Revised","Pupil residency","State-funded schools (LA)",98,5454,248575.5,45.6,5227,95.8,2261,41.5,3376,61.9,1792,32.9,820,15,1203,22.1,20981.46,3.85,5311,-930.759,"-0.18","-0.21","-0.14"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000049","Cheshire East","Revised","Pupil residency","State-funded schools (LA)",91,4019,189805.75,47.2,3900,97,1880,46.8,2740,68.2,1455,36.2,577,14.4,833,20.7,16351.46,4.07,3840,-313.78,"-0.08","-0.13","-0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000050","Cheshire West and Chester","Revised","Pupil residency","State-funded schools (LA)",77,3671,169371,46.1,3520,95.9,1636,44.6,2412,65.7,1635,44.5,671,18.3,1008,27.5,14945.88,4.07,3494,-298.957,"-0.09","-0.13","-0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000005","West Midlands","E06000051","Shropshire","Revised","Pupil residency","State-funded schools (LA)",68,2852,126398.75,44.3,2776,97.3,1125,39.4,1774,62.2,904,31.7,352,12.3,532,18.7,10927.16,3.83,2717,-757.476,"-0.28","-0.33","-0.23"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000052","Cornwall","Revised","Pupil residency","State-funded schools (LA)",52,5663,252680.25,44.6,5479,96.8,2277,40.2,3522,62.2,1370,24.2,534,9.4,801,14.1,21220.21,3.75,5503,-569.998,"-0.1","-0.14","-0.07"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000053","Isles of Scilly","Revised","Pupil residency","State-funded schools (LA)",1,32,1703.5,53.2,29,90.6,20,62.5,25,78.1,10,31.3,2,6.3,3,9.4,142.49,4.45,31,22.476,"0.73","0.23","1.22"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000054","Wiltshire","Revised","Pupil residency","State-funded schools (LA)",85,5140,237104.38,46.1,4962,96.5,2256,43.9,3362,65.4,1657,32.2,761,14.8,1083,21.1,20598.52,4.01,4885,-252.093,"-0.05","-0.09","-0.01"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E06000055","Bedford","Revised","Pupil residency","State-funded schools (LA)",39,1987,87026.25,43.8,1915,96.4,812,40.9,1252,63,739,37.2,263,13.2,401,20.2,7587.25,3.82,1759,244.394,"0.14","0.07","0.21"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E06000056","Central Bedfordshire","Revised","Pupil residency","State-funded schools (LA)",97,3165,142764.75,45.1,3072,97.1,1386,43.8,2051,64.8,945,29.9,349,11,509,16.1,12196.2,3.85,3076,-286.451,"-0.09","-0.14","-0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000001","North East","E06000057","Northumberland","Revised","Pupil residency","State-funded schools (LA)",50,3060,136055.5,44.5,2932,95.8,1320,43.1,1937,63.3,827,27,358,11.7,516,16.9,11604.01,3.79,2969,-547.003,"-0.18","-0.24","-0.13"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000058","Bournemouth, Christchurch and Poole","Revised","Pupil residency","State-funded schools (LA)",43,3696,183234.5,49.6,3592,97.2,1959,53,2673,72.3,1480,40,789,21.3,1079,29.2,16176.57,4.38,3440,641.693,"0.19","0.14","0.23"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000059","Dorset","Revised","Pupil residency","State-funded schools (LA)",60,3623,162043,44.7,3468,95.7,1513,41.8,2333,64.4,1257,34.7,488,13.5,754,20.8,14038.04,3.87,3453,-287.372,"-0.08","-0.13","-0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E06000060","Buckinghamshire","Revised","Pupil residency","State-funded schools (LA)",152,6350,332278.25,52.3,6120,96.4,3570,56.2,4661,73.4,2518,39.7,1539,24.2,1932,30.4,29255.86,4.61,5877,1324.712,"0.23","0.19","0.26"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire","Revised","Pupil residency","State-funded schools (LA)",78,4206,186582.5,44.4,4043,96.1,1684,40,2588,61.5,1606,38.2,627,14.9,963,22.9,16439.65,3.91,4003,129.868,"0.03","-0.01","0.08"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E06000062","West Northamptonshire","Revised","Pupil residency","State-funded schools (LA)",86,4717,214661,45.5,4567,96.8,2101,44.5,3087,65.4,1759,37.3,768,16.3,1089,23.1,18835.16,3.99,4442,72.79,"0.02","-0.03","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000063","Cumberland","Revised","Pupil residency","State-funded schools (LA)",26,2792,121491.25,43.5,2719,97.4,1064,38.1,1708,61.2,991,35.5,380,13.6,546,19.6,10690.41,3.83,2715,-754.117,"-0.28","-0.33","-0.22"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E06000064","Westmorland and Furness","Revised","Pupil residency","State-funded schools (LA)",31,2190,100902,46.1,2116,96.6,934,42.6,1431,65.3,517,23.6,255,11.6,343,15.7,8678,3.96,2122,-244.446,"-0.12","-0.18","-0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000003","Yorkshire and The Humber","E06000065","North Yorkshire","Revised","Pupil residency","State-funded schools (LA)",127,5748,265671.25,46.2,5529,96.2,2579,44.9,3786,65.9,2314,40.3,1088,18.9,1533,26.7,23487.47,4.09,5471,29.856,"0.01","-0.03","0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E06000066","Somerset","Revised","Pupil residency","State-funded schools (LA)",77,5475,239501.38,43.7,5268,96.2,2173,39.7,3354,61.3,1491,27.2,533,9.7,817,14.9,20404.52,3.73,5241,-998.584,"-0.19","-0.23","-0.15"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000008","Cambridge","Revised","Pupil residency","State-funded schools (LA)",27,937,50909.5,54.3,896,95.6,550,58.7,691,73.7,476,50.8,319,34,388,41.4,4690.1,5.01,845,438.816,"0.52","0.42","0.61"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000009","East Cambridgeshire","Revised","Pupil residency","State-funded schools (LA)",25,935,45957,49.2,908,97.1,472,50.5,660,70.6,337,36,154,16.5,218,23.3,4055.02,4.34,899,207.99,"0.23","0.14","0.32"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000010","Fenland","Revised","Pupil residency","State-funded schools (LA)",39,1030,40767.75,39.6,984,95.5,341,33.1,574,55.7,228,22.1,76,7.4,129,12.5,3468.04,3.37,996,-249.713,"-0.25","-0.34","-0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000011","Huntingdonshire","Revised","Pupil residency","State-funded schools (LA)",52,1806,83307,46.1,1753,97.1,763,42.2,1183,65.5,744,41.2,314,17.4,483,26.7,7421.69,4.11,1750,210.525,"0.12","0.05","0.19"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000012","South Cambridgeshire","Revised","Pupil residency","State-funded schools (LA)",42,1818,97007,53.4,1763,97,1056,58.1,1386,76.2,916,50.4,549,30.2,698,38.4,8877.09,4.88,1703,733.669,"0.43","0.36","0.5"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000032","Amber Valley","Revised","Pupil residency","State-funded schools (LA)",46,1348,61434,45.6,1296,96.1,597,44.3,883,65.5,565,41.9,253,18.8,340,25.2,5433.16,4.03,1318,-154.88,"-0.12","-0.19","-0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000033","Bolsover","Revised","Pupil residency","State-funded schools (LA)",39,811,33320.25,41.1,782,96.4,285,35.1,463,57.1,249,30.7,86,10.6,140,17.3,2858.65,3.52,770,-317.074,"-0.41","-0.51","-0.31"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000034","Chesterfield","Revised","Pupil residency","State-funded schools (LA)",28,1097,50176,45.7,1057,96.4,483,44,713,65,284,25.9,145,13.2,204,18.6,4286.54,3.91,1066,-121.87,"-0.11","-0.2","-0.03"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000035","Derbyshire Dales","Revised","Pupil residency","State-funded schools (LA)",33,653,31518,48.3,633,96.9,319,48.9,459,70.3,171,26.2,96,14.7,127,19.4,2701.63,4.14,631,6.983,"0.01","-0.1","0.12"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000036","Erewash","Revised","Pupil residency","State-funded schools (LA)",49,1111,48198.75,43.4,1076,96.8,454,40.9,689,62,313,28.2,140,12.6,205,18.5,4166.8,3.75,1083,-304.507,"-0.28","-0.37","-0.2"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000037","High Peak","Revised","Pupil residency","State-funded schools (LA)",27,1008,44836.5,44.5,972,96.4,407,40.4,627,62.2,230,22.8,99,9.8,142,14.1,3816.01,3.79,988,-132.273,"-0.13","-0.22","-0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000038","North East Derbyshire","Revised","Pupil residency","State-funded schools (LA)",44,1004,44926.5,44.7,969,96.5,448,44.6,660,65.7,380,37.8,156,15.5,248,24.7,3955.5,3.94,975,-180.635,"-0.19","-0.27","-0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000039","South Derbyshire","Revised","Pupil residency","State-funded schools (LA)",60,1224,56657.5,46.3,1191,97.3,590,48.2,822,67.2,290,23.7,149,12.2,202,16.5,4819.3,3.94,1194,-1.267,"0","-0.08","0.08"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000040","East Devon","Revised","Pupil residency","State-funded schools (LA)",35,1347,64110.5,47.6,1302,96.7,646,48,899,66.7,476,35.3,233,17.3,331,24.6,5669.4,4.21,1274,-76.765,"-0.06","-0.14","0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000041","Exeter","Revised","Pupil residency","State-funded schools (LA)",29,1006,48615.5,48.3,964,95.8,529,52.6,715,71.1,551,54.8,212,21.1,313,31.1,4404.47,4.38,946,220.452,"0.23","0.14","0.32"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000042","Mid Devon","Revised","Pupil residency","State-funded schools (LA)",29,934,44282.5,47.4,901,96.5,470,50.3,655,70.1,260,27.8,138,14.8,200,21.4,3836.54,4.11,906,159.28,"0.18","0.08","0.27"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000043","North Devon","Revised","Pupil residency","State-funded schools (LA)",13,993,43736.75,44,953,96,402,40.5,608,61.2,315,31.7,124,12.5,189,19,3770.67,3.8,965,-228.897,"-0.24","-0.33","-0.15"
