time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,education_investment_area_flag,priority_area_flag,establishment_type,breakdown,gender,ethnicity_major,ethnicity_minor,free_school_meals,sen_status,sen_description,disadvantage,first_language,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Asian,Indian,Total,Total,Total,Total,Total,7,15,675,45,13,86.7,8,53.3,10,66.7,5,33.3,2,13.3,3,20,60.83,4.06,13,-0.455,-0.04,-0.8,0.73
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Asian,Pakistani,Total,Total,Total,Total,Total,9,15,651.75,43.5,13,86.7,5,33.3,7,46.7,6,40,2,13.3,2,13.3,57.67,3.84,15,11.24,0.75,0.03,1.46
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity major,Total,Asian,Total,Total,Total,Total,Total,Total,17,171,8843.5,51.7,158,92.4,100,58.5,125,73.1,87,50.9,41,24,58,33.9,810.48,4.74,153,76.116,0.5,0.27,0.72
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Black,Any other black background,Total,Total,Total,Total,Total,17,94,3761.25,40,88,93.6,38,40.4,44,46.8,48,51.1,9,9.6,17,18.1,338.33,3.6,86,-18.284,-0.21,-0.51,0.09
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Black,Black African,Total,Total,Total,Total,Total,18,532,24078.5,45.3,509,95.7,235,44.2,337,63.3,299,56.2,78,14.7,126,23.7,2175.57,4.09,464,27.888,0.06,-0.07,0.19
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Black,Caribbean,Total,Total,Total,Total,Total,18,304,11809.5,38.8,295,97,90,29.6,155,51,132,43.4,22,7.2,42,13.8,1036.49,3.41,293,-109.3,-0.37,-0.53,-0.21
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity major,Total,Black,Total,Total,Total,Total,Total,Total,18,930,39649.25,42.6,892,95.9,363,39,536,57.6,479,51.5,109,11.7,185,19.9,3550.39,3.82,843,-99.696,-0.12,-0.21,-0.02
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Mixed,Any other mixed background,Total,Total,Total,Total,Total,14,113,4846.25,42.9,106,93.8,44,38.9,62,54.9,51,45.1,20,17.7,28,24.8,435.28,3.85,104,-17.181,-0.17,-0.44,0.11
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity major,Total,Mixed,Total,Total,Total,Total,Total,Total,15,317,14104.25,44.5,304,95.9,131,41.3,183,57.7,158,49.8,58,18.3,81,25.6,1270.22,4.01,300,-45.148,-0.15,-0.31,0.01
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Mixed,White and Asian,Total,Total,Total,Total,Total,11,25,1505,60.2,25,100,19,76,21,84,14,56,9,36,10,40,135.48,5.42,25,12.288,0.49,-0.06,1.05
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Mixed,White and Black African,Total,Total,Total,Total,Total,14,61,3172,52,61,100,32,52.5,42,68.9,34,55.7,16,26.2,20,32.8,287.15,4.71,57,14.192,0.25,-0.12,0.62
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Mixed,White and Black Caribbean,Total,Total,Total,Total,Total,15,118,4581,38.8,112,94.9,36,30.5,58,49.2,59,50,13,11,23,19.5,412.31,3.49,114,-54.447,-0.48,-0.74,-0.22
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Other,Any other ethnic group,Total,Total,Total,Total,Total,17,100,4516,45.2,94,94,47,47,61,61,43,43,18,18,27,27,416.15,4.16,74,21.684,0.29,-0.03,0.62
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity major,Total,Other,Total,Total,Total,Total,Total,Total,17,100,4516,45.2,94,94,47,47,61,61,43,43,18,18,27,27,416.15,4.16,74,21.684,0.29,-0.03,0.62
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,18,681,24702.25,36.3,625,91.8,193,28.3,309,45.4,268,39.4,52,7.6,104,15.3,2201.05,3.23,618,-291.858,-0.47,-0.58,-0.36
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,18,1601,78874.5,49.3,1541,96.3,822,51.3,1084,67.7,916,57.2,365,22.8,501,31.3,7184.46,4.49,1451,300.146,0.21,0.13,0.28
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),SEN status,Total,Total,Total,Total,No SEN,Total,Total,Total,14,1830,90545,49.5,1811,99,927,50.7,1246,68.1,1080,59,395,21.6,568,31,8265.06,4.52,1641,238.421,0.15,0.08,0.21
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),SEN status,Total,Total,Total,Total,SEN State EHC,Total,Total,Total,16,137,1594.5,11.6,54,39.4,7,5.1,12,8.8,10,7.3,2,1.5,6,4.4,134.82,0.98,127,-137.138,-1.08,-1.33,-0.83
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),SEN status,Total,Total,Total,Total,SEN Supp,Total,Total,Total,15,315,11437.25,36.3,301,95.6,81,25.7,135,42.9,94,29.8,20,6.3,31,9.8,985.63,3.13,301,-92.995,-0.31,-0.47,-0.15
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),SEN description,Total,Total,Total,Total,Total,Any SEN,Total,Total,18,452,13031.75,28.8,355,78.5,88,19.5,147,32.5,104,23,22,4.9,37,8.2,1120.45,2.48,428,-230.133,-0.54,-0.67,-0.4
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),SEN description,Total,Total,Total,Total,Total,No identified SEN,Total,Total,14,1830,90545,49.5,1811,99,927,50.7,1246,68.1,1080,59,395,21.6,568,31,8265.06,4.52,1641,238.421,0.15,0.08,0.21
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Disadvantage,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,18,804,29489.25,36.7,735,91.4,235,29.2,373,46.4,327,40.7,65,8.1,128,15.9,2627.55,3.27,734,-355.333,-0.48,-0.59,-0.38
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Disadvantage,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,18,1478,74087.5,50.1,1431,96.8,780,52.8,1020,69,857,58,352,23.8,477,32.3,6757.96,4.57,1335,363.621,0.27,0.2,0.35
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),First language,Total,Total,Total,Total,Total,Total,Total,English,18,1561,70799.25,45.4,1474,94.4,703,45,958,61.4,795,50.9,272,17.4,402,25.8,6356.1,4.07,1494,-145.098,-0.1,-0.17,-0.03
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),First language,Total,Total,Total,Total,Total,Total,Total,Other than English,17,706,32204.25,45.6,677,95.9,307,43.5,427,60.5,383,54.2,143,20.3,200,28.3,2977.74,4.22,561,164.032,0.29,0.18,0.41
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Total,Total,Total,Total,Total,Total,Total,Total,Total,18,2282,103576.75,45.4,2166,94.9,1015,44.5,1393,61,1184,51.9,417,18.3,605,26.5,9385.51,4.11,2069,8.288,0,-0.06,0.06
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity major,Total,Unclassified,Total,Total,Total,Total,Total,Total,15,98,4374.75,44.6,93,94.9,41,41.8,61,62.2,64,65.3,16,16.3,29,29.6,402.32,4.11,88,-4.13,-0.05,-0.34,0.25
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,Unclassified,Unclassified,Total,Total,Total,Total,Total,15,98,4374.75,44.6,93,94.9,41,41.8,61,62.2,64,65.3,16,16.3,29,29.6,402.32,4.11,88,-4.13,-0.05,-0.34,0.25
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,White,Any other white background,Total,Total,Total,Total,Total,17,232,10856.75,46.8,222,95.7,106,45.7,144,62.1,135,58.2,58,25,74,31.9,1012.21,4.36,184,68.09,0.37,0.17,0.57
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,White,Gypsy/Roma,Total,Total,Total,Total,Total,1,1,4,4,1,100,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity major,Total,White,Total,Total,Total,Total,Total,Total,18,666,32089,48.2,625,93.8,333,50,427,64.1,353,53,175,26.3,225,33.8,2935.95,4.41,611,59.462,0.1,-0.01,0.21
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,White,White British,Total,Total,Total,Total,Total,18,427,20837.25,48.8,396,92.7,222,52,277,64.9,215,50.4,115,26.9,148,34.7,1888.07,4.42,421,-11.46,-0.03,-0.16,0.11
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Revised,0,0,State-funded schools (LA),Ethnicity minor,Total,White,White Irish,Total,Total,Total,Total,Total,5,6,391,65.2,6,100,5,83.3,6,100,3,50,2,33.3,3,50,35.34,5.89,6,2.832,0.47,-0.66,1.6
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,Asian,Total,Total,Total,Total,Total,Total,12,62,3126.75,50.4,62,100,35,56.5,48,77.4,26,41.9,10,16.1,12,19.4,278.82,4.5,54,22.31,0.41,0.04,0.79
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,Black,Total,Total,Total,Total,Total,Total,16,457,19732.25,43.2,440,96.3,179,39.2,281,61.5,174,38.1,58,12.7,86,18.8,1741.31,3.81,402,-36.153,-0.09,-0.23,0.05
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,Chinese,Total,Total,Total,Total,Total,Total,5,12,715,59.6,12,100,9,75,9,75,9,75,4,33.3,7,58.3,69.83,5.82,11,3.947,0.36,-0.47,1.19
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,Mixed,Total,Total,Total,Total,Total,Total,14,155,6831,44.1,149,96.1,65,41.9,95,61.3,60,38.7,24,15.5,30,19.4,603.33,3.89,139,-25.673,-0.18,-0.42,0.05
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,Other,Total,Total,Total,Total,Total,Total,14,47,2016.25,42.9,44,93.6,18,38.3,24,51.1,20,42.6,11,23.4,15,31.9,185.64,3.95,30,2.291,0.08,-0.43,0.58
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,16,335,11918.75,35.6,301,89.9,79,23.6,150,44.8,86,25.7,17,5.1,25,7.5,1026.93,3.07,289,-145.522,-0.5,-0.67,-0.34
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,16,756,36660.25,48.5,738,97.6,386,51.1,523,69.2,345,45.6,159,21,214,28.3,3317.01,4.39,666,42.132,0.06,-0.04,0.17
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,13,829,41305,49.8,824,99.4,422,50.9,591,71.3,381,46,166,20,221,26.7,3725.45,4.49,716,83.592,0.12,0.01,0.22
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,14,77,1013.75,13.2,36,46.8,5,6.5,9,11.7,5,6.5,1,1.3,1,1.3,81.19,1.05,65,-78.665,-1.21,-1.55,-0.87
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Boys,Total,Total,Total,SEN Supp,Total,Total,Total,12,185,6260.25,33.8,179,96.8,38,20.5,73,39.5,45,24.3,9,4.9,17,9.2,537.3,2.9,174,-108.317,-0.62,-0.83,-0.41
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN description,Boys,Total,Total,Total,Total,Any SEN,Total,Total,16,262,7274,27.8,215,82.1,43,16.4,82,31.3,50,19.1,10,3.8,18,6.9,618.49,2.36,239,-186.982,-0.78,-0.96,-0.6
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN description,Boys,Total,Total,Total,Total,No identified SEN,Total,Total,13,829,41305,49.8,824,99.4,422,50.9,591,71.3,381,46,166,20,221,26.7,3725.45,4.49,716,83.592,0.12,0.01,0.22
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Disadvantage,Boys,Total,Total,Total,Total,Total,Disadvantaged,Total,16,445,16381,36.8,403,90.6,119,26.7,212,47.6,129,29,31,7,45,10.1,1427.63,3.21,386,-181.678,-0.47,-0.61,-0.33
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Disadvantage,Boys,Total,Total,Total,Total,Total,Disadvantaged all other,Total,15,646,32198,49.8,636,98.5,346,53.6,461,71.4,302,46.7,145,22.4,194,30,2916.31,4.51,569,78.288,0.14,0.02,0.25
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),First language,Boys,Total,Total,Total,Total,Total,Total,English,17,708,31552.75,44.6,670,94.6,304,42.9,439,62,262,37,116,16.4,150,21.2,2790.7,3.94,662,-139.33,-0.21,-0.32,-0.1
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),First language,Boys,Total,Total,Total,Total,Total,Total,Other than English,16,369,16328.25,44.3,356,96.5,153,41.5,223,60.4,161,43.6,57,15.4,84,22.8,1487.08,4.03,281,42.073,0.15,-0.01,0.31
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Total,Boys,Total,Total,Total,Total,Total,Total,Total,17,1091,48579,44.5,1039,95.2,465,42.6,673,61.7,431,39.5,176,16.1,239,21.9,4343.94,3.98,955,-103.39,-0.11,-0.2,-0.02
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,Unclassified,Total,Total,Total,Total,Total,Total,9,33,1663.5,50.4,32,97,19,57.6,25,75.8,16,48.5,6,18.2,9,27.3,150.83,4.57,27,-6.516,-0.24,-0.77,0.29
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Boys,White,Total,Total,Total,Total,Total,Total,17,325,14494.25,44.6,300,92.3,140,43.1,191,58.8,126,38.8,63,19.4,80,24.6,1314.18,4.04,292,-63.596,-0.22,-0.38,-0.06
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,Asian,Total,Total,Total,Total,Total,Total,13,52,3092.75,59.5,52,100,37,71.2,43,82.7,37,71.2,22,42.3,27,51.9,283.34,5.45,46,34.376,0.75,0.34,1.15
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,Black,Total,Total,Total,Total,Total,Total,14,438,21587.5,49.3,430,98.2,204,46.6,310,70.8,272,62.1,101,23.1,163,37.2,1955.25,4.46,399,120.669,0.3,0.16,0.44
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,Chinese,Total,Total,Total,Total,Total,Total,7,14,753.25,53.8,13,92.9,9,64.3,12,85.7,10,71.4,6,42.9,8,57.1,70.32,5.02,13,5.075,0.39,-0.38,1.16
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,Mixed,Total,Total,Total,Total,Total,Total,15,171,8741,51.1,167,97.7,88,51.5,115,67.3,101,59.1,54,31.6,64,37.4,786.94,4.6,160,25.087,0.16,-0.06,0.38
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,Other,Total,Total,Total,Total,Total,Total,13,41,2362.5,57.6,40,97.6,29,70.7,34,82.9,25,61,10,24.4,17,41.5,213.3,5.2,33,30.557,0.93,0.45,1.41
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,17,288,12112.5,42.1,272,94.4,100,34.7,165,57.3,156,54.2,51,17.7,87,30.2,1087.1,3.77,262,-46.148,-0.18,-0.35,-0.01
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,16,818,44341,54.2,803,98.2,460,56.2,625,76.4,521,63.7,253,30.9,358,43.8,4034.54,4.93,752,310.348,0.41,0.31,0.51
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,13,946,51559.25,54.5,943,99.7,531,56.1,739,78.1,632,66.8,296,31.3,431,45.6,4715.84,4.99,865,356.738,0.41,0.32,0.51
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,11,30,241,8,10,33.3,1,3.3,1,3.3,2,6.7,0,0,0,0,19.5,0.65,24,-38.689,-1.61,-2.18,-1.05
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,13,130,4653.25,35.8,122,93.8,28,21.5,50,38.5,43,33.1,8,6.2,14,10.8,386.3,2.97,125,-53.849,-0.43,-0.68,-0.18
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN description,Girls,Total,Total,Total,Total,Any SEN,Total,Total,17,160,4894.25,30.6,132,82.5,29,18.1,51,31.9,45,28.1,8,5,14,8.8,405.8,2.54,149,-92.538,-0.62,-0.85,-0.39
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN description,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,13,946,51559.25,54.5,943,99.7,531,56.1,739,78.1,632,66.8,296,31.3,431,45.6,4715.84,4.99,865,356.738,0.41,0.32,0.51
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Disadvantage,Girls,Total,Total,Total,Total,Total,Disadvantaged,Total,17,378,16058.25,42.5,359,95,131,34.7,215,56.9,198,52.4,62,16.4,107,28.3,1430.76,3.79,349,-70.588,-0.2,-0.35,-0.05
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Disadvantage,Girls,Total,Total,Total,Total,Total,Disadvantaged all other,Total,16,728,40395.25,55.5,716,98.4,429,58.9,575,79,479,65.8,242,33.2,338,46.4,3690.88,5.07,665,334.788,0.5,0.4,0.61
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),First language,Girls,Total,Total,Total,Total,Total,Total,English,17,773,39258,50.8,748,96.8,385,49.8,547,70.8,478,61.8,210,27.2,308,39.8,3552.42,4.6,739,96.81,0.13,0.03,0.23
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),First language,Girls,Total,Total,Total,Total,Total,Total,Other than English,14,327,16906,51.7,321,98.2,172,52.6,240,73.4,197,60.2,93,28.4,136,41.6,1544.89,4.72,269,166.941,0.62,0.45,0.79
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Total,Girls,Total,Total,Total,Total,Total,Total,Total,17,1106,56453.5,51,1075,97.2,560,50.6,790,71.4,677,61.2,304,27.5,445,40.2,5121.64,4.63,1014,264.2,0.26,0.17,0.35
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,Unclassified,Total,Total,Total,Total,Total,Total,11,43,2080.25,48.4,42,97.7,22,51.2,30,69.8,25,58.1,10,23.3,19,44.2,191.05,4.44,40,7.05,0.18,-0.26,0.61
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Girls,White,Total,Total,Total,Total,Total,Total,17,347,17836.25,51.4,331,95.4,171,49.3,246,70.9,207,59.7,101,29.1,147,42.4,1621.44,4.67,323,41.386,0.13,-0.03,0.28
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,Asian,Total,Total,Total,Total,Total,Total,14,114,6219.5,54.6,114,100,72,63.2,91,79.8,63,55.3,32,28.1,39,34.2,562.16,4.93,100,56.686,0.57,0.29,0.84
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,Black,Total,Total,Total,Total,Total,Total,18,895,41319.75,46.2,870,97.2,383,42.8,591,66,446,49.8,159,17.8,249,27.8,3696.56,4.13,801,84.516,0.11,0.01,0.2
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,Chinese,Total,Total,Total,Total,Total,Total,9,26,1468.25,56.5,25,96.2,18,69.2,21,80.8,19,73.1,10,38.5,15,57.7,140.15,5.39,24,9.022,0.38,-0.19,0.94
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,Mixed,Total,Total,Total,Total,Total,Total,17,326,15572,47.8,316,96.9,153,46.9,210,64.4,161,49.4,78,23.9,94,28.8,1390.27,4.26,299,-0.586,0,-0.16,0.16
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,Other,Total,Total,Total,Total,Total,Total,16,88,4378.75,49.8,84,95.5,47,53.4,58,65.9,45,51.1,21,23.9,32,36.4,398.94,4.53,63,32.848,0.52,0.17,0.87
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,18,623,24031.25,38.6,573,92,179,28.7,315,50.6,242,38.8,68,10.9,112,18,2114.03,3.39,551,-191.67,-0.35,-0.47,-0.23
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,18,1574,81001.25,51.5,1541,97.9,846,53.7,1148,72.9,866,55,412,26.2,572,36.3,7351.55,4.67,1418,352.48,0.25,0.18,0.32
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Total,Total,Total,Total,No SEN,Total,Total,Total,14,1775,92864.25,52.3,1767,99.5,953,53.7,1330,74.9,1013,57.1,462,26,652,36.7,8441.29,4.76,1581,440.33,0.28,0.21,0.35
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Total,Total,Total,Total,SEN State EHC,Total,Total,Total,16,107,1254.75,11.7,46,43,6,5.6,10,9.3,7,6.5,1,0.9,1,0.9,100.69,0.94,89,-117.354,-1.32,-1.61,-1.03
