time_period,time_identifier,geographic_level,country_code,country_name,version,performance_tables_eligibility,trust_type,establishment_type,breakdown_topic,breakdown,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,SEN description,No identified SEN,588,102149,5223796.75,51.1,101089,99,54714,53.6,76307,74.7,46205,45.2,21380,20.9,30395,29.8,461782.54,4.52,96542,13661.262,0.14,0.13,0.15
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,SEN description,Any SEN,588,15747,513508.39,32.6,14770,93.8,3212,20.4,5684,36.1,2608,16.6,709,4.5,1147,7.3,42428.6,2.69,15056,-6357.993,-0.42,-0.44,-0.4
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,Disadvantaged status,Disadvantaged all other,588,93221,4820122.88,51.7,92287,99,51156,54.9,70508,75.6,41892,44.9,20075,21.5,28320,30.4,426313.17,4.57,88276,18902.813,0.21,0.2,0.22
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,Disadvantaged status,Disadvantaged,587,24702,918147.26,37.2,23597,95.5,6776,27.4,11494,46.5,6926,28,2015,8.2,3225,13.1,77980.46,3.16,23344,-11621.334,-0.5,-0.52,-0.48
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,English as a first language status,English,588,98383,4751062.1,48.3,96713,98.3,47796,48.6,68346,69.5,38696,39.3,17429,17.7,25081,25.5,414835.46,4.22,95579,-1519.694,-0.02,-0.02,-0.01
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,English as a first language status,Other than English,578,18915,957125.04,50.6,18566,98.2,9823,51.9,13246,70,9855,52.1,4536,24,6287,33.2,86788.04,4.59,15517,8808.41,0.57,0.55,0.59
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,Prior attainment status,Low prior,564,21852,626888,28.7,20949,95.9,1439,6.6,5037,23.1,3567,16.3,189,0.9,567,2.6,50277.69,2.3,21852,842.241,0.04,0.02,0.06
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,Prior attainment status,Mid prior,588,61152,2920882.28,47.8,60488,98.9,28590,46.8,45758,74.8,24772,40.5,7865,12.9,13828,22.6,253131.36,4.14,61152,4565.851,0.07,0.06,0.09
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Converter academies,Prior attainment status,High prior,587,28616,1908123.34,66.7,28483,99.5,25270,88.3,27525,96.2,18061,63.1,12939,45.2,15646,54.7,175286.61,6.13,28616,1873.387,0.07,0.05,0.08
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Total,Total,194,32592,1318694.75,40.5,31612,97,10895,33.4,17600,54,9183,28.2,2766,8.5,4386,13.5,111659.81,3.43,30005,-10206.368,-0.34,-0.36,-0.32
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Sex,Boys,191,16539,637977.25,38.6,16027,96.9,5273,31.9,8628,52.2,4264,25.8,1101,6.7,1825,11,54510.9,3.3,15153,-6948.74,-0.46,-0.48,-0.44
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Sex,Girls,192,16053,680717.5,42.4,15585,97.1,5622,35,8972,55.9,4919,30.6,1665,10.4,2561,16,57148.91,3.56,14852,-3257.628,-0.22,-0.24,-0.2
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian,169,3930,180289.5,45.9,3866,98.4,1737,44.2,2523,64.2,1481,37.7,472,12,714,18.2,15542.2,3.95,3245,1015.959,0.31,0.26,0.36
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black,154,2100,93561,44.6,2077,98.9,859,40.9,1256,59.8,899,42.8,293,14,442,21,8196.99,3.9,1651,253.593,0.15,0.09,0.22
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed,189,1906,78103.75,41,1843,96.7,668,35,1034,54.2,626,32.8,195,10.2,307,16.1,6695.86,3.51,1733,-553.26,-0.32,-0.39,-0.25
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Other,136,665,27190.25,40.9,622,93.5,245,36.8,366,55,295,44.4,105,15.8,168,25.3,2453.3,3.69,412,180.848,0.44,0.3,0.58
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Unclassified ethnicity,122,471,19188.5,40.7,449,95.3,154,32.7,253,53.7,143,30.4,56,11.9,82,17.4,1679.81,3.57,373,-144.761,-0.39,-0.53,-0.24
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,White,194,23520,920361.75,39.1,22755,96.7,7232,30.7,12168,51.7,5739,24.4,1645,7,2673,11.4,77091.65,3.28,22591,-10958.747,-0.49,-0.5,-0.47
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Any other Asian background,131,576,26689.25,46.3,558,96.9,273,47.4,376,65.3,239,41.5,89,15.5,129,22.4,2359.65,4.1,410,258.104,0.63,0.49,0.77
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Bangladeshi,88,628,31066.75,49.5,616,98.1,329,52.4,445,70.9,268,42.7,96,15.3,144,22.9,2689.47,4.28,555,229.426,0.41,0.3,0.53
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Chinese,51,91,5658.5,62.2,90,98.9,62,68.1,75,82.4,49,53.8,32,35.2,36,39.6,523.16,5.75,57,69.047,1.21,0.84,1.58
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Indian,96,776,38729.5,49.9,760,97.9,414,53.4,549,70.7,323,41.6,125,16.1,188,24.2,3404.48,4.39,596,328.546,0.55,0.44,0.66
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Pakistani,94,1859,78145.5,42,1842,99.1,659,35.4,1078,58,602,32.4,130,7,217,11.7,6565.44,3.53,1627,130.836,0.08,0.01,0.15
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black - Any other black background,88,283,11458.5,40.5,282,99.6,86,30.4,136,48.1,112,39.6,30,10.6,49,17.3,1001.46,3.54,225,13.478,0.06,-0.12,0.24
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black - Black African,146,1491,69343.25,46.5,1476,99,677,45.4,963,64.6,656,44,234,15.7,348,23.3,6112.36,4.1,1129,329.737,0.29,0.21,0.37
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black - Caribbean,88,326,12759.25,39.1,319,97.9,96,29.4,157,48.2,131,40.2,29,8.9,45,13.8,1083.17,3.32,297,-89.622,-0.3,-0.46,-0.14
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - Any other mixed background,166,687,30130.5,43.9,674,98.1,280,40.8,408,59.4,251,36.5,79,11.5,133,19.4,2608.99,3.8,599,-59.902,-0.1,-0.21,0.01
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - White and Asian,138,361,15188.75,42.1,350,97,148,41,207,57.3,115,31.9,44,12.2,63,17.5,1310.02,3.63,330,-63.403,-0.19,-0.34,-0.04
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - White and Black African,127,314,12986.75,41.4,302,96.2,100,31.8,178,56.7,118,37.6,38,12.1,58,18.5,1130.98,3.6,271,-57.131,-0.21,-0.38,-0.04
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - White and Black Caribbean,136,544,19797.75,36.4,517,95,140,25.7,241,44.3,142,26.1,34,6.3,53,9.7,1645.87,3.03,533,-372.824,-0.7,-0.82,-0.58
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,Other - Any other ethnic group,136,665,27190.25,40.9,622,93.5,245,36.8,366,55,295,44.4,105,15.8,168,25.3,2453.3,3.69,412,180.848,0.44,0.3,0.58
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - Any other white background,186,2492,106114.25,42.6,2427,97.4,914,36.7,1408,56.5,1054,42.3,363,14.6,537,21.5,9455.23,3.79,1931,449.793,0.23,0.17,0.3
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - Gypsy/Roma,57,167,3773.5,22.6,148,88.6,18,10.8,36,21.6,17,10.2,2,1.2,4,2.4,302.27,1.81,124,-72.903,-0.59,-0.84,-0.34
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - Traveller of Irish heritage,10,10,162,16.2,6,60,1,10,2,20,1,10,0,0,1,10,14.51,1.45,9,-19.147,-2.13,-3.05,-1.2
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - White British,194,20791,807831.75,38.9,20116,96.8,6279,30.2,10688,51.4,4649,22.4,1273,6.1,2120,10.2,67105.49,3.23,20476,-11292.419,-0.55,-0.57,-0.53
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - White Irish,43,60,2480.25,41.3,58,96.7,20,33.3,34,56.7,18,30,7,11.7,11,18.3,214.15,3.57,51,-24.071,-0.47,-0.86,-0.08
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,SEN description,No identified SEN,194,27325,1176845.75,43.1,26744,97.9,10187,37.3,16228,59.4,8481,31,2634,9.6,4156,15.2,100167.13,3.67,24927,-6154.976,-0.25,-0.26,-0.23
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,SEN description,Any SEN,194,5259,141506,26.9,4860,92.4,704,13.4,1365,26,702,13.3,132,2.5,230,4.4,11461.02,2.18,5075,-4047.839,-0.8,-0.84,-0.76
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Disadvantaged status,Disadvantaged all other,194,20679,926739.25,44.8,20366,98.5,8391,40.6,13034,63,6514,31.5,2186,10.6,3380,16.3,79126.76,3.83,18956,-1841.574,-0.1,-0.12,-0.08
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Disadvantaged status,Disadvantaged,194,11913,391955.5,32.9,11246,94.4,2504,21,4566,38.3,2669,22.4,580,4.9,1006,8.4,32533.05,2.73,11049,-8364.794,-0.76,-0.78,-0.73
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,English as a first language status,English,194,25508,1017778.25,39.9,24742,97,8244,32.3,13612,53.4,6379,25,1870,7.3,3010,11.8,85179.39,3.34,24826,-11739.502,-0.47,-0.49,-0.46
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,English as a first language status,Other than English,192,6959,296284.5,42.6,6755,97.1,2613,37.5,3927,56.4,2761,39.7,880,12.6,1354,19.5,26074.92,3.75,5090,1569.259,0.31,0.27,0.35
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Prior attainment status,Low prior,194,8375,210984.5,25.2,7933,94.7,398,4.8,1405,16.8,1113,13.3,47,0.6,130,1.6,16608.04,1.98,8375,-2005.039,-0.24,-0.27,-0.21
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Prior attainment status,Mid prior,194,16612,710099.75,42.7,16293,98.1,5886,35.4,10492,63.2,4916,29.6,1109,6.7,2133,12.8,59697.61,3.59,16612,-5936.978,-0.36,-0.38,-0.34
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Sponsored academies,Prior attainment status,High prior,194,5018,304177,60.6,4976,99.2,3922,78.2,4597,91.6,2308,46,1369,27.3,1761,35.1,26991.76,5.38,5018,-2264.351,-0.45,-0.49,-0.41
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Total,Total,45,5623,260583.75,46.3,5492,97.7,2600,46.2,3684,65.5,2803,49.8,1012,18,1508,26.8,23528.02,4.18,5085,44.7,0.01,-0.03,0.05
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Sex,Boys,45,3173,143976.75,45.4,3100,97.7,1487,46.9,2072,65.3,1485,46.8,509,16,759,23.9,13074.49,4.12,2872,-200.265,-0.07,-0.12,-0.02
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Sex,Girls,43,2450,116607,47.6,2392,97.6,1113,45.4,1612,65.8,1318,53.8,503,20.5,749,30.6,10453.53,4.27,2213,244.965,0.11,0.05,0.17
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Asian,42,1207,64044,53.1,1191,98.7,730,60.5,938,77.7,845,70,311,25.8,479,39.7,5950.09,4.93,1042,506.824,0.49,0.4,0.57
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Black,35,682,29329,43,669,98.1,287,42.1,416,61,316,46.3,99,14.5,144,21.1,2607.64,3.82,594,-49.174,-0.08,-0.2,0.03
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Mixed,44,537,24253.25,45.2,526,98,232,43.2,346,64.4,273,50.8,96,17.9,139,25.9,2184.22,4.07,494,-94.37,-0.19,-0.32,-0.07
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Other,35,267,12629.25,47.3,253,94.8,129,48.3,177,66.3,172,64.4,64,24,86,32.2,1184.65,4.44,214,68.225,0.32,0.13,0.51
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Unclassified ethnicity,38,212,9496.25,44.8,206,97.2,81,38.2,128,60.4,102,48.1,23,10.8,42,19.8,854.37,4.03,191,13.811,0.07,-0.13,0.27
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,White,43,2718,120832,44.5,2647,97.4,1141,42,1679,61.8,1095,40.3,419,15.4,618,22.7,10747.05,3.95,2550,-400.616,-0.16,-0.21,-0.1
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Any other Asian background,34,136,7513,55.2,133,97.8,89,65.4,106,77.9,89,65.4,40,29.4,52,38.2,692.64,5.09,122,63.212,0.52,0.27,0.77
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Bangladeshi,21,94,4504,47.9,91,96.8,54,57.4,67,71.3,49,52.1,20,21.3,32,34,411.82,4.38,89,-0.003,0,-0.29,0.29
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Chinese,16,37,2425,65.5,37,100,28,75.7,31,83.8,28,75.7,16,43.2,22,59.5,237.84,6.43,15,18.031,1.2,0.49,1.92
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Indian,36,652,36086,55.3,647,99.2,427,65.5,537,82.4,498,76.4,189,29,297,45.6,3384.17,5.19,567,412.514,0.73,0.61,0.84
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Pakistani,28,288,13516,46.9,283,98.3,132,45.8,197,68.4,181,62.8,46,16,76,26.4,1223.62,4.25,249,13.07,0.05,-0.12,0.23
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Black - Any other black background,26,81,3378,41.7,80,98.8,30,37,47,58,36,44.4,12,14.8,18,22.2,303.32,3.74,69,-21.154,-0.31,-0.64,0.03
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Black - Black African,33,449,20349.25,45.3,440,98,217,48.3,296,65.9,215,47.9,71,15.8,106,23.6,1815.97,4.04,382,30.251,0.08,-0.06,0.22
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Black - Caribbean,28,152,5601.75,36.9,149,98,40,26.3,73,48,65,42.8,16,10.5,20,13.2,488.35,3.21,143,-58.271,-0.41,-0.64,-0.18
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - Any other mixed background,40,235,10517.25,44.8,227,96.6,97,41.3,151,64.3,123,52.3,40,17,66,28.1,959.71,4.08,207,-34.976,-0.17,-0.36,0.02
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - White and Asian,37,106,5966.25,56.3,106,100,72,67.9,93,87.7,68,64.2,36,34,44,41.5,545.33,5.14,100,44.575,0.45,0.17,0.72
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - White and Black African,24,74,3301.25,44.6,74,100,30,40.5,47,63.5,34,45.9,12,16.2,17,23,289.67,3.91,71,-16.57,-0.23,-0.56,0.1
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - White and Black Caribbean,33,122,4468.5,36.6,119,97.5,33,27,55,45.1,48,39.3,8,6.6,12,9.8,389.51,3.19,116,-87.399,-0.75,-1.01,-0.5
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,Other - Any other ethnic group,35,267,12629.25,47.3,253,94.8,129,48.3,177,66.3,172,64.4,64,24,86,32.2,1184.65,4.44,214,68.225,0.32,0.13,0.51
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,White - Any other white background,41,600,27119,45.2,582,97,255,42.5,369,61.5,331,55.2,130,21.7,191,31.8,2535.79,4.23,490,114.024,0.23,0.11,0.36
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,White - Gypsy/Roma,9,11,219.25,19.9,8,72.7,2,18.2,2,18.2,3,27.3,1,9.1,1,9.1,19.32,1.76,7,-1.92,-0.27,-1.32,0.77
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,White - White British,43,2099,93050.25,44.3,2049,97.6,879,41.9,1301,62,756,36,287,13.7,422,20.1,8150.77,3.88,2046,-512.104,-0.25,-0.31,-0.19
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Ethnicity,White - White Irish,8,8,443.5,55.4,8,100,5,62.5,7,87.5,5,62.5,1,12.5,4,50,41.17,5.15,7,-0.616,-0.09,-1.14,0.96
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,SEN description,No identified SEN,45,4737,232197,49,4652,98.2,2418,51,3371,71.2,2576,54.4,973,20.5,1440,30.4,21099.62,4.45,4236,441.798,0.1,0.06,0.15
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,SEN description,Any SEN,45,886,28386.75,32,840,94.8,182,20.5,313,35.3,227,25.6,39,4.4,68,7.7,2428.4,2.74,849,-397.098,-0.47,-0.56,-0.37
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Disadvantaged status,Disadvantaged all other,45,3998,198482.25,49.6,3933,98.4,2095,52.4,2869,71.8,2140,53.5,829,20.7,1227,30.7,17989.34,4.5,3613,690.118,0.19,0.14,0.24
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Disadvantaged status,Disadvantaged,45,1625,62101.5,38.2,1559,95.9,505,31.1,815,50.2,663,40.8,183,11.3,281,17.3,5538.68,3.41,1472,-645.418,-0.44,-0.51,-0.37
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,English as a first language status,English,45,3669,167353,45.6,3594,98,1620,44.2,2370,64.6,1620,44.2,590,16.1,874,23.8,14867.99,4.05,3502,-520.046,-0.15,-0.2,-0.1
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,English as a first language status,Other than English,44,1877,89551,47.7,1823,97.1,941,50.1,1258,67,1141,60.8,412,21.9,615,32.8,8328.34,4.44,1510,545.836,0.36,0.29,0.43
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Prior attainment status,Low prior,45,1162,32956,28.4,1104,95,98,8.4,272,23.4,337,29,20,1.7,59,5.1,2807.08,2.42,1162,19.981,0.02,-0.06,0.1
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Prior attainment status,Mid prior,45,2836,134548,47.4,2811,99.1,1356,47.8,2104,74.2,1460,51.5,402,14.2,698,24.6,12027.12,4.24,2836,110.341,0.04,-0.01,0.09
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Free schools,Prior attainment status,High prior,45,1087,70538.5,64.9,1081,99.4,930,85.6,1024,94.2,759,69.8,500,46,619,56.9,6581.35,6.05,1087,-85.622,-0.08,-0.16,0.01
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Total,Total,5,430,15464,36,419,97.4,102,23.7,193,44.9,21,4.9,8,1.9,12,2.8,1134.9,2.64,365,-238.189,-0.65,-0.8,-0.51
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Sex,Boys,5,205,6840.25,33.4,200,97.6,43,21,86,42,5,2.4,1,0.5,3,1.5,509.56,2.49,179,-140.555,-0.79,-0.99,-0.58
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Sex,Girls,5,225,8623.75,38.3,219,97.3,59,26.2,107,47.6,16,7.1,7,3.1,9,4,625.34,2.78,186,-97.634,-0.52,-0.73,-0.32
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Asian,3,40,1277.5,31.9,38,95,12,30,17,42.5,0,0,0,0,0,0,91.35,2.28,22,-22.013,-1,-1.59,-0.41
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Black,4,31,904.75,29.2,31,100,2,6.5,13,41.9,1,3.2,0,0,0,0,69.02,2.23,10,-11.977,-1.2,-2.07,-0.32
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Mixed,4,21,651.75,31,20,95.2,6,28.6,8,38.1,0,0,0,0,0,0,44.33,2.11,17,-10.509,-0.62,-1.29,0.05
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Other,3,12,428.25,35.7,10,83.3,3,25,6,50,1,8.3,1,8.3,1,8.3,34.01,2.83,6,2.868,0.48,-0.65,1.61
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Unclassified ethnicity,5,12,409.75,34.1,11,91.7,3,25,4,33.3,0,0,0,0,0,0,31.66,2.64,4,-6.009,-1.5,-2.89,-0.12
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,White,5,314,11792,37.6,309,98.4,76,24.2,145,46.2,19,6.1,7,2.2,11,3.5,864.53,2.75,306,-190.549,-0.62,-0.78,-0.46
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Any other Asian background,1,1,48,48,1,100,1,100,1,100,0,0,0,0,0,0,3.17,3.17,1,0.427,0.43,-2.34,3.2
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Bangladeshi,1,5,59.25,11.9,4,80,0,0,0,0,0,0,0,0,0,0,4.34,0.87,3,-3.446,-1.15,-2.75,0.45
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Chinese,1,1,60.5,60.5,1,100,0,0,1,100,0,0,0,0,0,0,4.17,4.17,0,0,z,z,z
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Indian,3,10,424,42.4,9,90,5,50,7,70,0,0,0,0,0,0,27.33,2.73,4,3.745,0.94,-0.45,2.32
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Pakistani,2,23,685.75,29.8,23,100,6,26.1,8,34.8,0,0,0,0,0,0,52.34,2.28,14,-22.739,-1.62,-2.36,-0.88
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Black - Any other black background,2,2,70,35,2,100,0,0,1,50,1,50,0,0,0,0,6.84,3.42,1,-0.273,-0.27,-3.04,2.5
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Black - Black African,2,28,824.75,29.5,28,100,2,7.1,12,42.9,0,0,0,0,0,0,61.51,2.2,9,-11.704,-1.3,-2.22,-0.38
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Black - Caribbean,1,1,10,10,1,100,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,z,z,z
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Mixed - Any other mixed background,4,14,400.75,28.6,13,92.9,3,21.4,4,28.6,0,0,0,0,0,0,29.17,2.08,10,-8.296,-0.83,-1.71,0.05
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Mixed - White and Asian,2,6,213,35.5,6,100,3,50,3,50,0,0,0,0,0,0,12.33,2.06,6,-2.205,-0.37,-1.5,0.76
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Mixed - White and Black African,1,1,38,38,1,100,0,0,1,100,0,0,0,0,0,0,2.83,2.83,1,-0.008,-0.01,-2.78,2.76
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,Other - Any other ethnic group,3,12,428.25,35.7,10,83.3,3,25,6,50,1,8.3,1,8.3,1,8.3,34.01,2.83,6,2.868,0.48,-0.65,1.61
202223,Academic year,National,E92000001,England,Revised,Ineligible,Multi-academy trusts,Studio schools,Ethnicity,White - Any other white background,3,12,504,42,12,100,2,16.7,7,58.3,1,8.3,0,0,1,8.3,31.17,2.6,9,2.237,0.25,-0.68,1.17
