time_period,time_identifier,geographic_level,country_code,country_name,version,performance_tables_eligibility,trust_type,establishment_type,breakdown_topic,breakdown,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Ethnicity,Other - Any other ethnic group,298,1227,64865.75,52.9,1188,96.8,689,56.2,907,73.9,664,54.1,361,29.4,475,38.7,5939.55,4.84,951,678.16,0.71,0.62,0.8
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Ethnicity,White - Any other white background,437,4102,214679.25,52.3,4028,98.2,2249,54.8,2968,72.4,2188,53.3,1217,29.7,1544,37.6,19675.75,4.8,3404,1979.977,0.58,0.53,0.63
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Ethnicity,White - Gypsy/Roma,79,134,3223.25,24.1,113,84.3,16,11.9,34,25.4,16,11.9,6,4.5,10,7.5,262.14,1.96,117,-112.975,-0.97,-1.22,-0.71
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Ethnicity,White - Traveller of Irish heritage,27,31,825.75,26.6,25,80.6,4,12.9,11,35.5,6,19.4,1,3.2,2,6.5,67,2.16,26,-31.462,-1.21,-1.75,-0.67
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Ethnicity,White - White British,448,62622,3097076.14,49.5,61579,98.3,31484,50.3,44401,70.9,23208,37.1,12331,19.7,16377,26.2,270402.73,4.32,61531,-4870.125,-0.08,-0.09,-0.07
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Ethnicity,White - White Irish,137,205,11190.75,54.6,200,97.6,120,58.5,155,75.6,101,49.3,65,31.7,81,39.5,1012.18,4.94,195,4.857,0.02,-0.17,0.22
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,SEN description,No identified SEN,451,75072,4002329.02,53.3,74353,99,42995,57.3,58164,77.5,33835,45.1,18773,25,24511,32.6,355148,4.73,71734,9835.547,0.14,0.13,0.15
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,SEN description,Any SEN,451,11490,391350,34.1,10812,94.1,2518,21.9,4326,37.7,1869,16.3,652,5.7,936,8.1,32463.94,2.83,11071,-5139.964,-0.46,-0.49,-0.44
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Disadvantaged status,Disadvantaged all other,451,66971,3616155.64,54,66332,99,39322,58.7,52419,78.3,30150,45,17467,26.1,22434,33.5,321243.01,4.8,64006,13403.025,0.21,0.2,0.22
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Disadvantaged status,Disadvantaged,451,19600,777853.88,39.7,18840,96.1,6194,31.6,10077,51.4,5556,28.3,1960,10,3015,15.4,66397.76,3.39,18805,-8712.254,-0.46,-0.48,-0.44
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,English as a first language status,English,451,75468,3801320.77,50.4,74283,98.4,39144,51.9,54279,71.9,29584,39.2,16137,21.4,21186,28.1,333589.33,4.42,73654,-1827.385,-0.02,-0.03,-0.01
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,English as a first language status,Other than English,442,10826,579515.25,53.5,10620,98.1,6246,57.7,8040,74.3,6031,55.7,3234,29.9,4198,38.8,52900.34,4.89,8936,6499.339,0.73,0.7,0.76
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Prior attainment status,Low prior,435,19920,646593.75,32.5,19217,96.5,2212,11.1,6316,31.7,3397,17.1,370,1.9,934,4.7,52530.75,2.64,19920,962.404,0.05,0.03,0.07
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Prior attainment status,Mid prior,451,43804,2229407.38,50.9,43362,99,24119,55.1,35241,80.5,18289,41.8,8015,18.3,12047,27.5,194668.93,4.44,43804,2337.018,0.05,0.04,0.07
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Converter academies,Prior attainment status,High prior,451,19087,1338716.01,70.1,19014,99.6,17465,91.5,18580,97.3,12434,65.1,10204,53.5,11390,59.7,124155.05,6.5,19087,1391.349,0.07,0.05,0.09
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Total,Total,516,85170,3796726.25,44.6,83152,97.6,35065,41.2,52419,61.5,29177,34.3,12403,14.6,17520,20.6,328242.23,3.85,79552,-11977.468,-0.15,-0.16,-0.14
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Sex,Boys,511,43606,1858648.75,42.6,42520,97.5,17046,39.1,25997,59.6,13175,30.2,5165,11.8,7398,17,161276.01,3.7,40586,-12144.622,-0.3,-0.31,-0.29
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Sex,Girls,513,41564,1938077.5,46.6,40632,97.8,18019,43.4,26422,63.6,16002,38.5,7238,17.4,10122,24.4,166966.22,4.02,38966,167.154,0,-0.01,0.02
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian,437,8835,442819.75,50.1,8732,98.8,4682,53,6328,71.6,4137,46.8,1882,21.3,2560,29,39422.03,4.46,7715,3369.722,0.44,0.41,0.47
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black,405,6348,302611.5,47.7,6266,98.7,2954,46.5,4292,67.6,3064,48.3,1196,18.8,1767,27.8,26911.73,4.24,5270,1321.071,0.25,0.21,0.29
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed,502,4982,222201.5,44.6,4853,97.4,2023,40.6,2990,60,1865,37.4,797,16,1112,22.3,19334.04,3.88,4600,-904.44,-0.2,-0.24,-0.16
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Other,354,2178,102649.75,47.1,2103,96.6,1016,46.6,1374,63.1,1105,50.7,486,22.3,661,30.3,9363.03,4.3,1553,1025.739,0.66,0.59,0.73
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Unclassified ethnicity,332,1488,62494.75,42,1431,96.2,549,36.9,826,55.5,514,34.5,204,13.7,291,19.6,5454.28,3.67,1245,-295.762,-0.24,-0.32,-0.16
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,White,516,61339,2663949,43.4,59767,97.4,23841,38.9,36609,59.7,18492,30.1,7838,12.8,11129,18.1,227757.12,3.71,59169,-16493.798,-0.28,-0.29,-0.27
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Any other Asian background,332,1256,64268.75,51.2,1222,97.3,699,55.7,930,74,609,48.5,318,25.3,411,32.7,5789.19,4.61,980,642.267,0.66,0.57,0.74
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Bangladeshi,238,1512,80279.25,53.1,1501,99.3,900,59.5,1183,78.2,732,48.4,347,22.9,481,31.8,7145.66,4.73,1404,894.7,0.64,0.56,0.71
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Chinese,160,278,17299.25,62.2,277,99.6,202,72.7,234,84.2,179,64.4,117,42.1,136,48.9,1619.94,5.83,213,221.871,1.04,0.85,1.23
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Indian,271,1385,76482.75,55.2,1381,99.7,876,63.2,1106,79.9,728,52.6,393,28.4,514,37.1,6920.93,5,1127,875.956,0.78,0.7,0.86
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Asian - Pakistani,269,4404,204489.75,46.4,4351,98.8,2005,45.5,2875,65.3,1889,42.9,707,16.1,1018,23.1,17946.31,4.08,3991,734.928,0.18,0.14,0.23
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black - Any other black background,253,861,40871.75,47.5,845,98.1,394,45.8,584,67.8,415,48.2,171,19.9,246,28.6,3639.47,4.23,717,198.936,0.28,0.17,0.38
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black - Black African,353,4120,205010.75,49.8,4082,99.1,2101,51,2946,71.5,2077,50.4,860,20.9,1247,30.3,18351.97,4.45,3281,1509.274,0.46,0.41,0.51
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Black - Caribbean,246,1367,56729,41.5,1339,98,459,33.6,762,55.7,572,41.8,165,12.1,274,20,4920.29,3.6,1272,-387.139,-0.3,-0.38,-0.23
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - Any other mixed background,425,1681,78048.25,46.4,1644,97.8,743,44.2,1067,63.5,734,43.7,310,18.4,448,26.7,6914.86,4.11,1458,5.15,0,-0.07,0.08
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - White and Asian,379,964,44986,46.7,932,96.7,449,46.6,607,63,354,36.7,176,18.3,213,22.1,3929.65,4.08,910,-102.594,-0.11,-0.2,-0.02
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - White and Black African,323,698,32676.5,46.8,680,97.4,311,44.6,464,66.5,287,41.1,130,18.6,191,27.4,2885.66,4.13,631,0.304,0,-0.11,0.11
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Mixed - White and Black Caribbean,380,1639,66490.75,40.6,1597,97.4,520,31.7,852,52,490,29.9,181,11,260,15.9,5603.87,3.42,1601,-807.3,-0.5,-0.57,-0.44
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,Other - Any other ethnic group,354,2178,102649.75,47.1,2103,96.6,1016,46.6,1374,63.1,1105,50.7,486,22.3,661,30.3,9363.03,4.3,1553,1025.739,0.66,0.59,0.73
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - Any other white background,493,5194,244516.25,47.1,5094,98.1,2339,45,3360,64.7,2547,49,1137,21.9,1582,30.5,22182.16,4.27,3900,2151.554,0.55,0.51,0.6
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - Gypsy/Roma,142,428,8302.75,19.4,349,81.5,37,8.6,67,15.7,78,18.2,10,2.3,18,4.2,676.31,1.58,305,-249.509,-0.82,-0.98,-0.66
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - Traveller of Irish heritage,18,24,832.75,34.7,24,100,4,16.7,10,41.7,2,8.3,1,4.2,1,4.2,65.68,2.74,21,-16.609,-0.79,-1.39,-0.19
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - White British,512,55567,2404787.5,43.3,54178,97.5,21414,38.5,33103,59.6,15830,28.5,6672,12,9506,17.1,204365.95,3.68,54829,-18364.323,-0.33,-0.35,-0.32
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Ethnicity,White - White Irish,101,126,5509.75,43.7,122,96.8,47,37.3,69,54.8,35,27.8,18,14.3,22,17.5,467.02,3.71,114,-14.911,-0.13,-0.39,0.13
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,SEN description,No identified SEN,516,71737,3399599,47.4,70613,98.4,33073,46.1,48504,67.6,27369,38.2,11954,16.7,16823,23.5,295729.49,4.12,66653,-3443.331,-0.05,-0.06,-0.04
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,SEN description,Any SEN,516,13418,396584.75,29.6,12524,93.3,1989,14.8,3909,29.1,1803,13.4,448,3.3,696,5.2,32464.09,2.42,12889,-8529.557,-0.66,-0.69,-0.64
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Disadvantaged status,Disadvantaged all other,516,53866,2623810.25,48.7,53207,98.8,26264,48.8,37672,69.9,20800,38.6,9739,18.1,13447,25,228730.34,4.25,50121,3447.216,0.07,0.06,0.08
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Disadvantaged status,Disadvantaged,516,31304,1172916,37.5,29945,95.7,8801,28.1,14747,47.1,8377,26.8,2664,8.5,4073,13,99511.89,3.18,29431,-15424.684,-0.52,-0.54,-0.51
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,English as a first language status,English,516,68651,3020957.75,44,67015,97.6,27468,40,41716,60.8,21256,31,9041,13.2,12811,18.7,258318.63,3.76,67101,-18577.539,-0.28,-0.29,-0.27
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,English as a first language status,Other than English,501,16156,761097.5,47.1,15789,97.7,7467,46.2,10502,65,7822,48.4,3326,20.6,4654,28.8,68668.75,4.25,12161,6675.921,0.55,0.52,0.57
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Prior attainment status,Low prior,516,25500,774874.5,30.4,24463,95.9,2573,10.1,7038,27.6,4180,16.4,426,1.7,1005,3.9,62560.53,2.45,25500,-2062.955,-0.08,-0.1,-0.06
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Prior attainment status,Mid prior,516,42646,2047579.75,48,42025,98.5,20835,48.9,31742,74.4,16213,38,6214,14.6,9639,22.6,176867.29,4.15,42646,-7133.434,-0.17,-0.18,-0.15
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Sponsored academies,Prior attainment status,High prior,515,11406,749920,65.7,11341,99.4,9835,86.2,10841,95,6608,57.9,5024,44,5784,50.7,68465.85,6,11406,-2781.079,-0.24,-0.27,-0.22
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Total,Total,65,7799,404065.4,51.8,7692,98.6,4509,57.8,5873,75.3,4881,62.6,2232,28.6,3030,38.9,37451.26,4.8,7209,2498.458,0.35,0.31,0.38
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Sex,Boys,60,4250,212928.4,50.1,4193,98.7,2435,57.3,3170,74.6,2551,60,1008,23.7,1428,33.6,19732.38,4.64,3943,788.198,0.2,0.16,0.24
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Sex,Girls,59,3549,191137,53.9,3499,98.6,2074,58.4,2703,76.2,2330,65.7,1224,34.5,1602,45.1,17718.88,4.99,3266,1710.26,0.52,0.48,0.57
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Asian,60,2082,115417.25,55.4,2071,99.5,1477,70.9,1760,84.5,1619,77.8,665,31.9,891,42.8,10937.07,5.25,1932,1266.775,0.66,0.59,0.72
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Black,56,1097,55968.25,51,1086,99,604,55.1,827,75.4,703,64.1,314,28.6,456,41.6,5215.51,4.75,995,422.825,0.42,0.34,0.51
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Mixed,62,671,34447.75,51.3,658,98.1,361,53.8,497,74.1,407,60.7,189,28.2,268,39.9,3179.9,4.74,607,184.99,0.3,0.19,0.42
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Other,53,298,16257.75,54.6,291,97.7,190,63.8,241,80.9,226,75.8,113,37.9,146,49,1575,5.29,241,197.69,0.82,0.64,1
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Unclassified ethnicity,54,323,16276,50.4,319,98.8,174,53.9,228,70.6,171,52.9,76,23.5,103,31.9,1490.64,4.61,270,52.313,0.19,0.03,0.36
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,White,58,3328,165698.4,49.8,3267,98.2,1703,51.2,2320,69.7,1755,52.7,875,26.3,1166,35,15053.14,4.52,3164,373.865,0.12,0.07,0.17
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Any other Asian background,48,233,13316,57.2,230,98.7,171,73.4,205,88,166,71.2,90,38.6,114,48.9,1262.2,5.42,203,159.491,0.79,0.59,0.98
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Bangladeshi,45,249,14637.75,58.8,246,98.8,189,75.9,213,85.5,201,80.7,98,39.4,130,52.2,1400.34,5.62,230,243.631,1.06,0.88,1.24
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Chinese,10,13,951,73.2,13,100,10,76.9,13,100,9,69.2,8,61.5,8,61.5,88.82,6.83,11,17.309,1.57,0.74,2.41
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Indian,49,411,24357.25,59.3,410,99.8,334,81.3,375,91.2,343,83.5,124,30.2,163,39.7,2307.52,5.61,387,283.273,0.73,0.59,0.87
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Asian - Pakistani,48,1176,62155.25,52.9,1172,99.7,773,65.7,954,81.1,900,76.5,345,29.3,476,40.5,5878.19,5,1101,563.071,0.51,0.43,0.59
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Black - Any other black background,37,84,4298.25,51.2,83,98.8,48,57.1,61,72.6,56,66.7,29,34.5,41,48.8,400.81,4.77,79,32.738,0.41,0.1,0.72
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Black - Black African,54,760,40353,53.1,753,99.1,455,59.9,600,78.9,521,68.6,236,31.1,342,45,3798.71,5,677,397.383,0.59,0.48,0.69
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Black - Caribbean,32,253,11317,44.7,250,98.8,101,39.9,166,65.6,126,49.8,49,19.4,73,28.9,1015.99,4.02,239,-7.296,-0.03,-0.21,0.15
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - Any other mixed background,59,298,16004.5,53.7,294,98.7,175,58.7,233,78.2,193,64.8,89,29.9,128,43,1487.11,4.99,263,158.326,0.6,0.43,0.77
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - White and Asian,43,96,5478,57.1,94,97.9,60,62.5,75,78.1,62,64.6,38,39.6,44,45.8,507.47,5.29,85,56.619,0.67,0.37,0.97
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - White and Black African,40,108,5700,52.8,107,99.1,61,56.5,86,79.6,74,68.5,36,33.3,50,46.3,533.96,4.94,93,37.096,0.4,0.11,0.69
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Mixed - White and Black Caribbean,40,169,7265.25,43,163,96.4,65,38.5,103,60.9,78,46.2,26,15.4,46,27.2,651.36,3.85,166,-67.051,-0.4,-0.62,-0.19
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,Other - Any other ethnic group,53,298,16257.75,54.6,291,97.7,190,63.8,241,80.9,226,75.8,113,37.9,146,49,1575,5.29,241,197.69,0.82,0.64,1
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,White - Any other white background,50,708,38009.88,53.7,704,99.4,405,57.2,542,76.6,483,68.2,248,35,337,47.6,3580.02,5.06,611,429.525,0.7,0.59,0.81
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,White - Gypsy/Roma,12,13,318.75,24.5,11,84.6,1,7.7,2,15.4,3,23.1,1,7.7,1,7.7,27.01,2.08,9,-10.837,-1.2,-2.12,-0.28
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,White - Traveller of Irish heritage,1,1,57.5,57.5,1,100,1,100,1,100,1,100,0,0,0,0,4.83,4.83,1,0.092,0.09,-2.67,2.85
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,White - White British,56,2594,126706.77,48.8,2539,97.9,1288,49.7,1765,68,1261,48.6,624,24.1,823,31.7,11388.11,4.39,2532,-47.501,-0.02,-0.07,0.04
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Ethnicity,White - White Irish,11,12,605.5,50.5,12,100,8,66.7,10,83.3,7,58.3,2,16.7,5,41.7,53.17,4.43,11,2.586,0.24,-0.6,1.07
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,SEN description,No identified SEN,65,6634,362753.9,54.7,6583,99.2,4203,63.4,5374,81,4473,67.4,2136,32.2,2870,43.3,33808.77,5.1,6117,2791.241,0.46,0.42,0.49
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,SEN description,Any SEN,65,1161,41095.5,35.4,1105,95.2,303,26.1,496,42.7,405,34.9,95,8.2,158,13.6,3620.32,3.12,1090,-297.267,-0.27,-0.36,-0.19
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Disadvantaged status,Disadvantaged all other,65,5251,289987.9,55.2,5219,99.4,3399,64.7,4265,81.2,3487,66.4,1742,33.2,2290,43.6,26996.67,5.14,4844,2445.665,0.5,0.47,0.54
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Disadvantaged status,Disadvantaged,65,2548,114077.5,44.8,2473,97.1,1110,43.6,1608,63.1,1394,54.7,490,19.2,740,29,10454.59,4.1,2365,52.793,0.02,-0.03,0.08
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,English as a first language status,English,65,5077,258664.65,50.9,4998,98.4,2797,55.1,3732,73.5,2922,57.6,1364,26.9,1845,36.3,23596.62,4.65,4902,735.544,0.15,0.11,0.19
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,English as a first language status,Other than English,64,2669,142790.25,53.5,2641,99,1680,62.9,2104,78.8,1928,72.2,859,32.2,1174,44,13613.14,5.1,2266,1760.9,0.78,0.72,0.84
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Prior attainment status,Low prior,65,1923,68144.75,35.4,1876,97.6,405,21.1,836,43.5,776,40.4,122,6.3,239,12.4,6001.38,3.12,1923,764.908,0.4,0.33,0.46
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Prior attainment status,Mid prior,65,3902,209929.13,53.8,3870,99.2,2553,65.4,3322,85.1,2605,66.8,1104,28.3,1625,41.6,19435.28,4.98,3902,1412.533,0.36,0.32,0.41
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Free schools,Prior attainment status,High prior,65,1384,98701.02,71.3,1380,99.7,1286,92.9,1353,97.8,1164,84.1,870,62.9,982,71,9435.1,6.82,1384,321.017,0.23,0.16,0.31
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Total,Total,12,643,27551.75,42.8,623,96.9,230,35.8,387,60.2,81,12.6,20,3.1,32,5,2149.68,3.34,557,-258.162,-0.46,-0.58,-0.35
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Sex,Boys,12,348,14530,41.8,334,96,120,34.5,201,57.8,38,10.9,10,2.9,14,4,1145.52,3.29,299,-159.926,-0.53,-0.69,-0.38
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Sex,Girls,12,295,13021.75,44.1,289,98,110,37.3,186,63.1,43,14.6,10,3.4,18,6.1,1004.16,3.4,258,-98.236,-0.38,-0.55,-0.21
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Asian,8,44,2125.5,48.3,42,95.5,24,54.5,30,68.2,8,18.2,3,6.8,5,11.4,173.34,3.94,31,8.964,0.29,-0.21,0.78
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Black,7,16,643.75,40.2,14,87.5,6,37.5,8,50,0,0,0,0,0,0,46.99,2.94,15,0.059,0,-0.71,0.72
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Mixed,11,39,1522.25,39,38,97.4,11,28.2,21,53.8,5,12.8,0,0,0,0,117.18,3,34,-21.124,-0.62,-1.09,-0.15
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Other,6,21,838,39.9,18,85.7,8,38.1,10,47.6,2,9.5,2,9.5,2,9.5,69.85,3.33,15,-12.541,-0.84,-1.55,-0.12
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Unclassified ethnicity,7,56,2558,45.7,56,100,22,39.3,39,69.6,5,8.9,2,3.6,2,3.6,195.14,3.48,53,-20.713,-0.39,-0.77,-0.01
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,White,12,467,19864.25,42.5,455,97.4,159,34,279,59.7,61,13.1,13,2.8,23,4.9,1547.18,3.31,409,-212.807,-0.52,-0.66,-0.38
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Any other Asian background,2,2,102,51,2,100,1,50,1,50,1,50,0,0,0,0,8.17,4.09,1,1.255,1.26,-1.51,4.02
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Bangladeshi,2,3,165.75,55.3,3,100,2,66.7,2,66.7,1,33.3,1,33.3,1,33.3,14.16,4.72,2,4.723,2.36,0.41,4.31
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Chinese,2,2,97,48.5,2,100,1,50,1,50,1,50,0,0,0,0,8.67,4.34,1,1.576,1.58,-1.18,4.34
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Indian,7,29,1343.5,46.3,27,93.1,14,48.3,19,65.5,4,13.8,1,3.4,3,10.3,108.5,3.74,19,-1.455,-0.08,-0.71,0.56
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Asian - Pakistani,5,8,417.25,52.2,8,100,6,75,7,87.5,1,12.5,1,12.5,1,12.5,33.84,4.23,8,2.865,0.36,-0.62,1.33
202122,Academic year,National,E92000001,England,Final,Eligible,Multi-academy trusts,Studio schools,Ethnicity,Black - Any other black background,3,5,212.5,42.5,5,100,2,40,3,60,0,0,0,0,0,0,15.66,3.13,5,-1.983,-0.4,-1.63,0.84
