"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","159929","97"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Total","Total","Total","9 to 1","321924","96"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","6183","97"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","6743","98"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Total","Total","Total","9 to 1","12926","98"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","212865","96"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","210266","97"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Total","Total","Total","9 to 1","423131","96"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","1291","90"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","331","94"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Total","Total","Total","9 to 1","1622","91"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Boys","Total","Total","9 to 1","205626","96"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Girls","Total","Total","9 to 1","202653","97"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Total","Total","Total","9 to 1","408279","96"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","759","91"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","163","94"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Total","Total","Total","9 to 1","922","92"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Boys","Total","Total","9 to 1","101161","97"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Girls","Total","Total","9 to 1","103073","97"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Total","Total","Total","9 to 1","204234","97"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Boys","Total","Total","9 to 1","231","86"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Girls","Total","Total","9 to 1","274","90"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Total","Total","Total","9 to 1","505","88"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","7929","96"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","6518","97"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Total","Total","Total","9 to 1","14447","97"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","5651","98"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","6575","98"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Total","Total","Total","9 to 1","12226","98"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","484","89"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","148","93"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Total","Total","Total","9 to 1","632","90"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","48","91"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","20","100"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Total","Total","Total","9 to 1","68","93"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Boys","Total","Total","9 to 1","51158","95"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Girls","Total","Total","9 to 1","49258","95"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Total","Total","Total","9 to 1","100416","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Boys","Total","Total","9 to 1","206206","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Girls","Total","Total","9 to 1","202999","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Total","Total","Total","9 to 1","409205","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","non-selective schools in highly selective areas","Total","9 to 1","14068","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","non-selective schools in highly selective areas","Total","9 to 1","13929","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","non-selective schools in highly selective areas","Total","9 to 1","27997","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","non-selective schools in other areas","Total","9 to 1","188618","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","non-selective schools in other areas","Total","9 to 1","185919","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","non-selective schools in other areas","Total","9 to 1","374537","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","selective schools","Total","9 to 1","1950","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","selective schools","Total","9 to 1","2368","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","selective schools","Total","9 to 1","4318","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Church of England","9 to 1","10982","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Church of England","9 to 1","11295","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Church of England","9 to 1","22277","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Hindu","9 to 1","146","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Hindu","9 to 1","118","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Hindu","9 to 1","264","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Jewish","9 to 1","462","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Jewish","9 to 1","529","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Jewish","9 to 1","991","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Muslim","9 to 1","600","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Muslim","9 to 1","764","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Muslim","9 to 1","1364","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","No religious character","9 to 1","168700","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","No religious character","9 to 1","165765","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","No religious character","9 to 1","334465","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Other Christian faith","9 to 1","3711","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Other Christian faith","9 to 1","3280","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Other Christian faith","9 to 1","6991","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Roman catholic","9 to 1","19841","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Roman catholic","9 to 1","20317","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Roman catholic","9 to 1","40158","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Sikh","9 to 1","194","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Sikh","9 to 1","148","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Sikh","9 to 1","342","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Total","9 to 1","204867","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Total","9 to 1","202490","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Total","9 to 1","407357","96"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Boys","Total","Total","9 to 1","323","94"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Girls","Total","Total","9 to 1","390","92"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Total","Total","Total","9 to 1","713","93"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Boys","Total","Total","9 to 1","1424","96"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Girls","Total","Total","9 to 1","690","95"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Total","Total","Total","9 to 1","2114","95"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","91174","54"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","93830","57"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Total","Total","Total","9 to 4","185004","55"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","5184","81"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","5979","87"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Total","Total","Total","9 to 4","11163","84"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","121299","55"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","125383","58"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Total","Total","Total","9 to 4","246682","56"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","386","27"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","90","25"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Total","Total","Total","9 to 4","476","27"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Boys","Total","Total","9 to 4","115826","54"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Girls","Total","Total","9 to 4","119159","57"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Total","Total","Total","9 to 4","234985","56"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","182","22"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","32","18"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Total","Total","Total","9 to 4","214","21"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Boys","Total","Total","9 to 4","60134","58"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Girls","Total","Total","9 to 4","64276","61"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Total","Total","Total","9 to 4","124410","59"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Boys","Total","Total","9 to 4","93","35"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Girls","Total","Total","9 to 4","91","30"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Total","Total","Total","9 to 4","184","32"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","4860","59"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","4021","60"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Total","Total","Total","9 to 4","8881","59"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","4980","86"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","5921","89"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Total","Total","Total","9 to 4","10901","87"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","190","35"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","53","33"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Total","Total","Total","9 to 4","243","34"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","14","26"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","5","25"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Total","Total","Total","9 to 4","19","26"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Boys","Total","Total","9 to 4","25311","47"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Girls","Total","Total","9 to 4","24991","48"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Total","Total","Total","9 to 4","50302","48"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Boys","Total","Total","9 to 4","115954","54"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Girls","Total","Total","9 to 4","119246","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Total","Total","Total","9 to 4","235200","55"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","non-selective schools in highly selective areas","Total","9 to 4","6971","47"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","non-selective schools in highly selective areas","Total","9 to 4","7211","50"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","non-selective schools in highly selective areas","Total","9 to 4","14182","49"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","non-selective schools in other areas","Total","9 to 4","106699","54"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","non-selective schools in other areas","Total","9 to 4","109532","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","non-selective schools in other areas","Total","9 to 4","216231","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","selective schools","Total","9 to 4","1881","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","selective schools","Total","9 to 4","2293","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","selective schools","Total","9 to 4","4174","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Church of England","9 to 4","6308","55"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Church of England","9 to 4","6782","58"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Church of England","9 to 4","13090","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Hindu","9 to 4","110","74"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Hindu","9 to 4","84","71"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Hindu","9 to 4","194","72"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Jewish","9 to 4","359","77"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Jewish","9 to 4","414","77"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Jewish","9 to 4","773","77"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Muslim","9 to 4","447","72"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Muslim","9 to 4","630","81"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Muslim","9 to 4","1077","77"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","No religious character","9 to 4","94066","54"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","No religious character","9 to 4","96345","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","No religious character","9 to 4","190411","55"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Other Christian faith","9 to 4","2196","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Other Christian faith","9 to 4","1962","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Other Christian faith","9 to 4","4158","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Roman catholic","9 to 4","11934","58"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Roman catholic","9 to 4","12704","61"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Roman catholic","9 to 4","24638","60"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Sikh","9 to 4","131","66"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Sikh","9 to 4","115","76"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Sikh","9 to 4","246","70"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Total","9 to 4","115644","54"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Total","9 to 4","119127","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Total","9 to 4","234771","56"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Boys","Total","Total","9 to 4","123","36"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Girls","Total","Total","9 to 4","176","41"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Total","Total","Total","9 to 4","299","39"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Boys","Total","Total","9 to 4","746","50"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Girls","Total","Total","9 to 4","366","50"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Total","Total","Total","9 to 4","1112","50"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","55252","33"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","60095","36"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Total","Total","Total","9 to 5","115347","35"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","3874","61"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","4757","69"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Total","Total","Total","9 to 5","8631","65"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","74540","34"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","81342","37"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Total","Total","Total","9 to 5","155882","36"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","195","14"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","62","18"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Total","Total","Total","9 to 5","257","14"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Boys","Total","Total","9 to 5","70519","33"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Girls","Total","Total","9 to 5","76445","37"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Total","Total","Total","9 to 5","146964","35"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","83","10"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","22","13"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Total","Total","Total","9 to 5","105","10"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Boys","Total","Total","9 to 5","37190","36"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Girls","Total","Total","9 to 5","42045","40"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Combined Science","Total","Total","Total","9 to 5","79235","38"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Boys","Total","Total","9 to 5","49","18"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Girls","Total","Total","9 to 5","55","18"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Combined Science","Total","Total","Total","9 to 5","104","18"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","3114","38"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","2723","40"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Combined Science","Total","Total","Total","9 to 5","5837","39"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","3762","65"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","4717","71"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Combined Science","Total","Total","Total","9 to 5","8479","68"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","105","19"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","38","24"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Combined Science","Total","Total","Total","9 to 5","143","20"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","7","13"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","2","10"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Combined Science","Total","Total","Total","9 to 5","9","12"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Boys","Total","Total","9 to 5","14507","27"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Girls","Total","Total","9 to 5","15024","29"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Combined Science","Total","Total","Total","9 to 5","29531","28"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Boys","Total","Total","9 to 5","70585","33"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Girls","Total","Total","9 to 5","76490","36"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Combined Science","Total","Total","Total","9 to 5","147075","35"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","non-selective schools in highly selective areas","Total","9 to 5","3789","26"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","non-selective schools in highly selective areas","Total","9 to 5","4109","28"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","non-selective schools in highly selective areas","Total","9 to 5","7898","27"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","non-selective schools in other areas","Total","9 to 5","64994","33"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","non-selective schools in other areas","Total","9 to 5","70297","37"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","non-selective schools in other areas","Total","9 to 5","135291","35"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","selective schools","Total","9 to 5","1604","82"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","selective schools","Total","9 to 5","1962","82"
