"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physical Education","Boys","Total","Total","Total pupil entries","33","z"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physical Education","Girls","Total","Total","Total pupil entries","19","z"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physical Education","Total","Total","Total","Total pupil entries","52","z"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physical Education","Boys","Total","Total","Total pupil entries","17","z"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physical Education","Total","Total","Total","Total pupil entries","17","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Boys","Total","Total","9 to 1","63561","99"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Girls","Total","Total","9 to 1","60616","99"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Total","Total","Total","9 to 1","124177","99"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Boys","Total","Total","9 to 1","6457","99"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Girls","Total","Total","9 to 1","6542","99"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Total","Total","Total","9 to 1","12999","99"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Boys","Total","Total","9 to 1","85782","99"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Girls","Total","Total","9 to 1","82079","99"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Total","Total","Total","9 to 1","167861","99"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Boys","Total","Total","9 to 1","205","94"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Girls","Total","Total","9 to 1","31","82"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Total","Total","Total","9 to 1","236","92"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Boys","Total","Total","9 to 1","79175","99"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Girls","Total","Total","9 to 1","75412","99"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Total","Total","Total","9 to 1","154587","99"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Boys","Total","Total","9 to 1","124","95"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Girls","Total","Total","9 to 1","14","88"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Total","Total","Total","9 to 1","138","94"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Boys","Total","Total","9 to 1","47655","99"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Girls","Total","Total","9 to 1","46381","99"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Total","Total","Total","9 to 1","94036","99"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Boys","Total","Total","9 to 1","3","100"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Girls","Total","Total","9 to 1","3","100"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Total","Total","Total","9 to 1","6","100"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Boys","Total","Total","9 to 1","2937","99"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Girls","Total","Total","9 to 1","2413","99"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Total","Total","Total","9 to 1","5350","99"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Boys","Total","Total","9 to 1","6376","99"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Girls","Total","Total","9 to 1","6525","99"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Total","Total","Total","9 to 1","12901","99"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Boys","Total","Total","9 to 1","75","91"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Girls","Total","Total","9 to 1","15","79"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Total","Total","Total","9 to 1","90","89"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Boys","Total","Total","9 to 1","6","100"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Girls","Total","Total","9 to 1","2","67"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Total","Total","Total","9 to 1","8","89"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Boys","Total","Total","9 to 1","11739","98"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Girls","Total","Total","9 to 1","11192","98"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Total","Total","Total","9 to 1","22931","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Boys","Total","Total","9 to 1","79247","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Girls","Total","Total","9 to 1","75441","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Total","Total","Total","9 to 1","154688","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","non-selective schools in highly selective areas","Total","9 to 1","3741","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","non-selective schools in highly selective areas","Total","9 to 1","3638","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","non-selective schools in highly selective areas","Total","9 to 1","7379","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","non-selective schools in other areas","Total","9 to 1","64211","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","non-selective schools in other areas","Total","9 to 1","61132","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","non-selective schools in other areas","Total","9 to 1","125343","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","selective schools","Total","9 to 1","11096","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","selective schools","Total","9 to 1","10625","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","selective schools","Total","9 to 1","21721","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Church of England","9 to 1","4737","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Church of England","9 to 1","4325","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Church of England","9 to 1","9062","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Hindu","9 to 1","56","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Hindu","9 to 1","76","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Hindu","9 to 1","132","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Jewish","9 to 1","217","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Jewish","9 to 1","217","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Jewish","9 to 1","434","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Muslim","9 to 1","170","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Muslim","9 to 1","247","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Muslim","9 to 1","417","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","No religious character","9 to 1","65656","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","No religious character","9 to 1","62782","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","No religious character","9 to 1","128438","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Other Christian faith","9 to 1","1871","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Other Christian faith","9 to 1","1349","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Other Christian faith","9 to 1","3220","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Roman catholic","9 to 1","6255","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Roman catholic","9 to 1","6309","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Roman catholic","9 to 1","12564","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Sikh","9 to 1","86","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Sikh","9 to 1","90","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Sikh","9 to 1","176","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Total","9 to 1","79051","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Total","9 to 1","75398","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Total","9 to 1","154449","99"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Boys","Total","Total","9 to 1","163","95"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Girls","Total","Total","9 to 1","150","95"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Total","Total","Total","9 to 1","313","95"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Boys","Total","Total","9 to 1","1067","97"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Girls","Total","Total","9 to 1","480","96"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Total","Total","Total","9 to 1","1547","97"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Boys","Total","Total","9 to 4","58070","90"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Girls","Total","Total","9 to 4","55141","90"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Total","Total","Total","9 to 4","113211","90"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Boys","Total","Total","9 to 4","6253","95"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Girls","Total","Total","9 to 4","6407","97"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Total","Total","Total","9 to 4","12660","96"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Boys","Total","Total","9 to 4","78421","90"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Girls","Total","Total","9 to 4","74796","90"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Total","Total","Total","9 to 4","153217","90"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Boys","Total","Total","9 to 4","84","38"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Girls","Total","Total","9 to 4","13","34"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Total","Total","Total","9 to 4","97","38"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Boys","Total","Total","9 to 4","72080","90"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Girls","Total","Total","9 to 4","68309","89"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Total","Total","Total","9 to 4","140389","90"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Boys","Total","Total","9 to 4","35","27"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Girls","Total","Total","9 to 4","3","19"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Total","Total","Total","9 to 4","38","26"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Boys","Total","Total","9 to 4","44178","92"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Girls","Total","Total","9 to 4","42960","92"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Total","Total","Total","9 to 4","87138","92"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Boys","Total","Total","9 to 4","3","100"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Girls","Total","Total","9 to 4","2","67"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Total","Total","Total","9 to 4","5","83"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Boys","Total","Total","9 to 4","2764","93"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Girls","Total","Total","9 to 4","2215","91"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Total","Total","Total","9 to 4","4979","92"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Boys","Total","Total","9 to 4","6204","96"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Girls","Total","Total","9 to 4","6397","97"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Total","Total","Total","9 to 4","12601","97"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Boys","Total","Total","9 to 4","43","52"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Girls","Total","Total","9 to 4","8","42"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Total","Total","Total","9 to 4","51","50"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Boys","Total","Total","9 to 4","6","100"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Girls","Total","Total","9 to 4","2","67"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Total","Total","Total","9 to 4","8","89"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Boys","Total","Total","9 to 4","10242","85"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Girls","Total","Total","9 to 4","9568","84"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Total","Total","Total","9 to 4","19810","85"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Boys","Total","Total","9 to 4","72102","90"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Girls","Total","Total","9 to 4","68320","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Total","Total","Total","9 to 4","140422","90"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","non-selective schools in highly selective areas","Total","9 to 4","3080","80"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","non-selective schools in highly selective areas","Total","9 to 4","2979","80"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","non-selective schools in highly selective areas","Total","9 to 4","6059","80"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","non-selective schools in other areas","Total","9 to 4","57987","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","non-selective schools in other areas","Total","9 to 4","54772","88"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","non-selective schools in other areas","Total","9 to 4","112759","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","selective schools","Total","9 to 4","10975","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","selective schools","Total","9 to 4","10553","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","selective schools","Total","9 to 4","21528","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Church of England","9 to 4","4359","90"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Church of England","9 to 4","3882","88"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Church of England","9 to 4","8241","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Hindu","9 to 4","56","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Hindu","9 to 4","75","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Hindu","9 to 4","131","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Jewish","9 to 4","212","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Jewish","9 to 4","213","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Jewish","9 to 4","425","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Muslim","9 to 4","168","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Muslim","9 to 4","245","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Muslim","9 to 4","413","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","No religious character","9 to 4","59511","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","No religious character","9 to 4","56641","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","No religious character","9 to 4","116152","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Other Christian faith","9 to 4","1805","96"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Other Christian faith","9 to 4","1285","94"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Other Christian faith","9 to 4","3090","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Roman catholic","9 to 4","5847","93"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Roman catholic","9 to 4","5878","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Roman catholic","9 to 4","11725","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Sikh","9 to 4","84","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Sikh","9 to 4","85","93"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Sikh","9 to 4","169","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","Total","Total","9 to 4","72045","90"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","Total","Total","9 to 4","68306","89"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","Total","Total","9 to 4","140351","90"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Boys","Total","Total","9 to 4","93","54"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Girls","Total","Total","9 to 4","79","50"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Physics","Total","Total","Total","9 to 4","172","52"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Boys","Total","Total","9 to 4","793","72"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Girls","Total","Total","9 to 4","319","64"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Physics","Total","Total","Total","9 to 4","1112","70"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Boys","Total","Total","9 to 5","52162","81"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Girls","Total","Total","9 to 5","48186","79"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Physics","Total","Total","Total","9 to 5","100348","80"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Boys","Total","Total","9 to 5","5823","89"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Girls","Total","Total","9 to 5","6025","91"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Physics","Total","Total","Total","9 to 5","11848","90"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Boys","Total","Total","9 to 5","70545","81"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Girls","Total","Total","9 to 5","65704","79"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Physics","Total","Total","Total","9 to 5","136249","80"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Boys","Total","Total","9 to 5","62","28"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Girls","Total","Total","9 to 5","11","29"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Physics","Total","Total","Total","9 to 5","73","28"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Boys","Total","Total","9 to 5","64662","81"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Girls","Total","Total","9 to 5","59622","78"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Physics","Total","Total","Total","9 to 5","124284","79"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Boys","Total","Total","9 to 5","24","18"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Girls","Total","Total","9 to 5","3","19"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Physics","Total","Total","Total","9 to 5","27","18"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Boys","Total","Total","9 to 5","40136","83"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Girls","Total","Total","9 to 5","38124","81"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Physics","Total","Total","Total","9 to 5","78260","82"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Boys","Total","Total","9 to 5","2","67"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Girls","Total","Total","9 to 5","2","67"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Physics","Total","Total","Total","9 to 5","4","67"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Boys","Total","Total","9 to 5","2506","84"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Girls","Total","Total","9 to 5","1934","79"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Physics","Total","Total","Total","9 to 5","4440","82"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Boys","Total","Total","9 to 5","5785","89"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Girls","Total","Total","9 to 5","6017","91"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Physics","Total","Total","Total","9 to 5","11802","90"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Boys","Total","Total","9 to 5","33","40"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Girls","Total","Total","9 to 5","6","32"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Physics","Total","Total","Total","9 to 5","39","39"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Boys","Total","Total","9 to 5","5","83"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Girls","Total","Total","9 to 5","2","67"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Physics","Total","Total","Total","9 to 5","7","78"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Boys","Total","Total","9 to 5","8829","73"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Girls","Total","Total","9 to 5","7838","69"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Physics","Total","Total","Total","9 to 5","16667","71"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Boys","Total","Total","9 to 5","64675","80"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Girls","Total","Total","9 to 5","59628","78"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Physics","Total","Total","Total","9 to 5","124303","79"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","non-selective schools in highly selective areas","Total","9 to 5","2509","65"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","non-selective schools in highly selective areas","Total","9 to 5","2296","62"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","non-selective schools in highly selective areas","Total","9 to 5","4805","63"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","non-selective schools in other areas","Total","9 to 5","51536","79"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","non-selective schools in other areas","Total","9 to 5","47222","76"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","non-selective schools in other areas","Total","9 to 5","98758","78"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Boys","selective schools","Total","9 to 5","10591","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Girls","selective schools","Total","9 to 5","10099","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Physics","Total","selective schools","Total","9 to 5","20690","95"
