time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Revised,Alternative provision,2,44,376.5,8.6,29,65.9,1,2.3,2,4.5,1,2.3,0,0,0,0,21.04,0.48,39,-76.652,-1.97,-2.41,-1.52,-83.015,-2.13,-2.64,-1.62,-43.925,-1.13,-1.59,-0.66,-82.804,-2.12,-2.64,-1.61,-88.079,-2.26,-2.77,-1.75,32,72.7,31,70.5,8,18.2,31,70.5,1,2.3,10,22.7,1,2.3,1,2.3,2,4.5,1,100,1,10,0,0,5,11.4,6,13.6,1,100,1,10,0,0,29,0.66,60,1.36,5,0.11,25,0.57,2,0.05,94,2.1,120,2.7,60,1.4,102.5,2.3,79,1.8,23.5,0.5,21,0.5,45,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Revised,Alternative provision,3,34,217.75,6.4,23,67.6,0,0,0,0,0,0,0,0,0,0,17.17,0.51,29,-70.039,-2.42,-2.93,-1.9,-71.625,-2.47,-3.07,-1.87,-54.18,-1.87,-2.41,-1.33,-67.414,-2.32,-2.92,-1.73,-82.175,-2.83,-3.42,-2.24,26,76.5,20,58.8,15,44.1,24,70.6,17,50,0,0,0,0,0,0,0,0,0,0,0,z,0,z,2,5.9,1,2.9,1,5.9,0,z,0,z,31,0.91,31,0.91,20.5,0.6,0,0,0,0,69,2,62,1.8,46,1.4,40.75,1.2,20,0.6,20.75,0.6,23,0.7,21,0.6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Revised,Alternative provision,2,17,46,2.7,2,11.8,0,0,0,0,0,0,0,0,0,0,2.16,0.13,16,-46.163,-2.89,-3.58,-2.19,-54.74,-3.42,-4.22,-2.62,-33.605,-2.1,-2.83,-1.37,-43.847,-2.74,-3.54,-1.94,-51.13,-3.2,-3.99,-2.4,3,17.6,3,17.6,0,0,3,17.6,0,0,0,0,0,0,0,0,2,11.8,0,z,0,z,0,z,0,0,2,11.8,0,z,0,z,0,z,0,0,13,0.76,0,0,0,0,0,0,5,0.3,26,1.5,8,0.5,7,0.4,3,0.2,4,0.2,2,0.1,2,0.1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Revised,Alternative provision,1,6,22,3.7,1,16.7,0,0,0,0,0,0,0,0,0,0,2.34,0.39,4,-10.634,-2.66,-4.04,-1.27,-12.955,-3.24,-4.84,-1.64,-6.775,-1.69,-3.15,-0.23,-8.774,-2.19,-3.8,-0.59,-13.53,-3.38,-4.97,-1.79,2,33.3,2,33.3,0,0,2,33.3,1,16.7,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,1,16.7,1,100,0,z,0,z,0,0,5,0.83,4.5,0.75,0,0,0,0,3,0.5,10,1.7,9,1.5,0,0,0,0,0,0,2,0.3,0,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Revised,Alternative provision,5,76,403.5,5.3,33,43.4,1,1.3,1,1.3,0,0,0,0,0,0,26.36,0.35,66,-185.987,-2.82,-3.16,-2.48,-198.955,-3.01,-3.41,-2.62,-136.88,-2.07,-2.43,-1.71,-191.11,-2.9,-3.29,-2.5,-204.974,-3.11,-3.5,-2.71,40,52.6,40,52.6,10,13.2,37,48.7,7,9.2,3,3.9,1,1.3,1,1.3,1,1.3,1,14.3,0,0,1,100,2,2.6,2,2.6,1,14.3,0,0,1,100,30,0.39,77,1.01,21.5,0.28,3,0.04,5,0.07,110,1.4,154,2,56,0.7,83.5,1.1,61,0.8,22.5,0.3,19,0.3,37,0.5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Revised,Alternative provision,2,35,122,3.5,12,34.3,0,0,0,0,0,0,0,0,0,0,4.17,0.12,31,-99.54,-3.21,-3.71,-2.71,-103.895,-3.35,-3.93,-2.78,-81.545,-2.63,-3.15,-2.11,-103.855,-3.35,-3.93,-2.77,-104.291,-3.36,-3.94,-2.79,18,51.4,16,45.7,0,0,15,42.9,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,2,5.7,0,z,0,z,0,z,0,0,25,0.71,0,0,0,0,0,0,40,1.1,50,1.4,0,0,32,0.9,32,0.9,0,0,0,0,8,0.2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Revised,Alternative provision,3,35,157,4.5,17,48.6,0,0,0,0,0,0,0,0,0,0,10.01,0.29,31,-101.94,-3.29,-3.79,-2.79,-113.105,-3.65,-4.22,-3.07,-92.95,-3,-3.52,-2.47,-96.794,-3.12,-3.7,-2.55,-105.649,-3.41,-3.98,-2.84,19,54.3,17,48.6,4,11.4,19,54.3,14,40,3,8.6,0,0,1,2.9,0,0,0,0,0,0,0,z,1,2.9,0,0,0,0,0,0,0,z,12,0.34,19,0.54,13.5,0.39,2,0.06,0,0,36,1,38,1.1,36,1,47,1.3,47,1.3,0,0,23,0.7,27,0.8
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Revised,Alternative provision,1,30,105,3.5,14,46.7,0,0,0,0,0,0,0,0,0,0,5.48,0.18,27,-70.214,-2.6,-3.13,-2.07,-75.545,-2.8,-3.41,-2.18,-40.645,-1.51,-2.07,-0.94,-71.956,-2.67,-3.28,-2.05,-84.612,-3.13,-3.75,-2.52,16,53.3,16,53.3,0,0,16,53.3,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,1,3.3,0,z,0,z,0,z,0,0,33,1.1,0,0,0,0,0,0,32,1.1,66,2.2,4,0.1,3,0.1,3,0.1,0,0,2,0.1,1,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Revised,Alternative provision,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Revised,Alternative provision,5,101,769,7.6,63,62.4,2,2,7,6.9,3,3,1,1,1,1,47.49,0.47,97,-272.171,-2.81,-3.09,-2.52,-287.17,-2.96,-3.29,-2.64,-177.325,-1.83,-2.12,-1.53,-279.681,-2.88,-3.21,-2.56,-317.872,-3.28,-3.6,-2.95,78,77.2,74,73.3,11,10.9,71,70.3,5,5,13,12.9,5,5,3,3,6,5.9,3,60,2,15.4,2,40,6,5.9,12,11.9,3,60,2,15.4,2,40,44,0.44,154,1.52,21,0.21,29,0.29,16,0.16,197,2,308,3,134,1.3,130,1.3,130,1.3,0,0,45,0.4,47,0.5
202223,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Revised,Alternative provision,2,38,333,8.8,17,44.7,2,5.3,4,10.5,0,0,0,0,0,0,13.33,0.35,33,-94.03,-2.85,-3.33,-2.37,-109.99,-3.33,-3.89,-2.78,-71.075,-2.15,-2.66,-1.65,-98.41,-2.98,-3.54,-2.42,-94.31,-2.86,-3.41,-2.3,23,60.5,23,60.5,2,5.3,19,50,2,5.3,1,2.6,0,0,1,2.6,4,10.5,1,50,0,0,0,z,2,5.3,6,15.8,1,50,0,0,0,z,9,0.24,51,1.34,8.5,0.22,3,0.08,0,0,61,1.6,102,2.7,61,1.6,109,2.9,109,2.9,0,0,21,0.6,23,0.6
202223,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Revised,Alternative provision,2,43,437.25,10.2,25,58.1,4,9.3,4,9.3,0,0,0,0,0,0,23.34,0.54,37,-101.728,-2.75,-3.21,-2.29,-104.215,-2.82,-3.34,-2.29,-67.02,-1.81,-2.29,-1.33,-109.526,-2.96,-3.49,-2.43,-115.383,-3.12,-3.64,-2.6,28,65.1,28,65.1,4,9.3,26,60.5,5,11.6,2,4.7,0,0,3,7,5,11.6,1,20,0,0,0,z,3,7,9,20.9,3,60,1,50,0,z,20,0.47,73,1.7,20,0.47,7,0.16,0,0,108,2.5,146,3.4,84,2,99.25,2.3,85,2,14.25,0.3,27,0.6,28,0.7
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Revised,Alternative provision,2,82,521,6.4,48,58.5,0,0,0,0,0,0,0,0,0,0,48.01,0.59,73,-194.626,-2.67,-2.99,-2.34,-207.43,-2.84,-3.22,-2.47,-157.66,-2.16,-2.5,-1.82,-172.002,-2.36,-2.73,-1.98,-233.398,-3.2,-3.57,-2.82,58,70.7,54,65.9,19,23.2,54,65.9,45,54.9,2,2.4,0,0,0,0,0,0,0,0,0,0,0,z,3,3.7,2,2.4,1,2.2,0,0,0,z,46,0.56,76,0.93,81.5,0.99,3,0.04,0,0,141,1.7,152,1.9,166,2,62,0.8,62,0.8,0,0,78,1,34,0.4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Revised,Alternative provision,2,31,148,4.8,17,54.8,0,0,0,0,0,0,0,0,0,0,11,0.35,28,-87.649,-3.13,-3.65,-2.61,-95.825,-3.42,-4.03,-2.82,-63.48,-2.27,-2.82,-1.72,-88.834,-3.17,-3.78,-2.57,-97.114,-3.47,-4.07,-2.87,18,58.1,17,54.8,5,16.1,18,58.1,3,9.7,1,3.2,0,0,0,0,0,0,0,0,0,0,0,z,0,0,4,12.9,1,33.3,0,0,0,z,12,0.39,32,1.03,10.5,0.34,1,0.03,0,0,37,1.2,64,2.1,22,0.7,25,0.8,25,0.8,0,0,7,0.2,14,0.5
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Revised,Alternative provision,1,34,234,6.9,23,67.6,2,5.9,2,5.9,1,2.9,1,2.9,1,2.9,19.17,0.56,32,-91.995,-2.87,-3.36,-2.38,-92.48,-2.89,-3.46,-2.32,-66.025,-2.06,-2.58,-1.55,-93.235,-2.91,-3.48,-2.35,-107.767,-3.37,-3.93,-2.81,27,79.4,24,70.6,13,38.2,25,73.5,7,20.6,4,11.8,1,2.9,1,2.9,2,5.9,1,14.3,1,25,1,100,1,2.9,3,8.8,1,14.3,1,25,1,100,26,0.76,44,1.29,15,0.44,10,0.29,5,0.15,71,2.1,88,2.6,40,1.2,35,1,35,1,0,0,16,0.5,16,0.5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Revised,Alternative provision,2,46,163,3.5,15,32.6,1,2.2,1,2.2,1,2.2,1,2.2,1,2.2,9.83,0.21,39,-105.628,-2.71,-3.15,-2.26,-119.55,-3.07,-3.58,-2.55,-85.58,-2.19,-2.66,-1.73,-103.074,-2.64,-3.16,-2.13,-112.267,-2.88,-3.39,-2.37,19,41.3,18,39.1,1,2.2,17,37,3,6.5,1,2.2,1,2.2,1,2.2,1,2.2,1,33.3,1,100,1,100,1,2.2,1,2.2,1,33.3,1,100,1,100,5,0.11,28,0.61,8,0.17,5,0.11,5,0.11,36,0.8,56,1.2,23,0.5,48,1,36,0.8,12,0.3,6,0.1,14,0.3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Revised,Alternative provision,1,24,184,7.7,16,66.7,0,0,2,8.3,1,4.2,0,0,0,0,11.84,0.49,23,-72.907,-3.17,-3.75,-2.59,-75.375,-3.28,-3.95,-2.61,-53.715,-2.34,-2.94,-1.73,-73.696,-3.2,-3.87,-2.54,-83.269,-3.62,-4.28,-2.96,17,70.8,17,70.8,1,4.2,16,66.7,4,16.7,4,16.7,1,4.2,1,4.2,0,0,1,25,0,0,0,0,1,4.2,3,12.5,1,25,0,0,0,0,5,0.21,34,1.42,12.5,0.52,5,0.21,2,0.08,50,2.1,68,2.8,35,1.5,31,1.3,31,1.3,0,0,17,0.7,9,0.4
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Revised,Alternative provision,3,28,122,4.4,19,67.9,0,0,2,7.1,0,0,0,0,0,0,5.01,0.18,25,-68.746,-2.75,-3.3,-2.2,-70.94,-2.84,-3.48,-2.2,-46.835,-1.87,-2.46,-1.29,-74.292,-2.97,-3.61,-2.33,-76.338,-3.05,-3.69,-2.42,19,67.9,18,64.3,1,3.6,19,67.9,0,0,0,0,0,0,0,0,2,7.1,0,z,0,z,0,z,0,0,2,7.1,0,z,0,z,0,z,2,0.07,28,1,0,0,0,0,0,0,40,1.4,56,2,0,0,26,0.9,26,0.9,0,0,0,0,7,0.3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Revised,Alternative provision,2,38,209,5.5,25,65.8,0,0,1,2.6,0,0,0,0,0,0,10.18,0.27,33,-95.041,-2.88,-3.36,-2.4,-96.015,-2.91,-3.47,-2.35,-61.195,-1.85,-2.36,-1.35,-96.525,-2.93,-3.48,-2.37,-115.466,-3.5,-4.05,-2.95,25,65.8,25,65.8,4,10.5,25,65.8,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,1,2.6,3,7.9,0,z,0,z,0,z,13,0.34,48,1.26,0,0,0,0,0,0,67,1.8,96,2.5,31,0.8,15,0.4,15,0.4,0,0,16,0.4,5,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Revised,Alternative provision,3,67,609,9.1,41,61.2,1,1.5,8,11.9,1,1.5,0,0,0,0,39.97,0.6,54,-137.556,-2.55,-2.92,-2.17,-156.65,-2.9,-3.34,-2.46,-99.605,-1.84,-2.24,-1.45,-138.208,-2.56,-3,-2.12,-149.498,-2.77,-3.2,-2.34,45,67.2,43,64.2,9,13.4,44,65.7,13,19.4,6,9,1,1.5,5,7.5,4,6,2,15.4,0,0,0,0,7,10.4,10,14.9,5,38.5,1,16.7,1,100,38,0.57,96,1.43,44,0.66,14,0.21,4,0.06,132,2,192,2.9,130,1.9,155,2.3,137,2,18,0.3,43,0.6,50,0.7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Revised,Alternative provision,2,17,65,3.8,1,5.9,0,0,0,0,0,0,0,0,0,0,8.01,0.47,16,-46.086,-2.88,-3.57,-2.19,-58.215,-3.64,-4.44,-2.84,-36.09,-2.26,-2.99,-1.53,-36.594,-2.29,-3.09,-1.49,-54.161,-3.39,-4.18,-2.59,12,70.6,10,58.8,1,5.9,9,52.9,8,47.1,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,1,0.06,13,0.76,17,1,0,0,0,0,2,0.1,26,1.5,34,2,3,0.2,3,0.2,0,0,16,0.9,1,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Revised,Alternative provision,2,23,174.5,7.6,15,65.2,0,0,1,4.3,0,0,0,0,0,0,5.48,0.24,20,-48.341,-2.42,-3.04,-1.8,-56.615,-2.83,-3.55,-2.11,-29.72,-1.49,-2.14,-0.83,-53.591,-2.68,-3.4,-1.96,-50.003,-2.5,-3.21,-1.79,18,78.3,17,73.9,0,0,18,78.3,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,1,4.3,0,z,0,z,0,z,0,0,33,1.43,0,0,0,0,0,0,36,1.6,66,2.9,17,0.7,55.5,2.4,50,2.2,5.5,0.2,7,0.3,20,0.9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Revised,Alternative provision,2,36,100.75,2.8,15,41.7,0,0,0,0,0,0,0,0,0,0,4.65,0.13,34,-102.829,-3.02,-3.5,-2.55,-111.395,-3.28,-3.83,-2.73,-82.96,-2.44,-2.94,-1.94,-97.908,-2.88,-3.43,-2.33,-115.295,-3.39,-3.94,-2.85,25,69.4,20,55.6,0,0,18,50,1,2.8,1,2.8,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,z,0,0,22,0.61,2.5,0.07,1,0.03,0,0,30,0.8,44,1.2,18,0.5,8.75,0.2,7,0.2,1.75,0,12,0.3,7,0.2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Revised,Alternative provision,2,36,264,7.3,24,66.7,0,0,0,0,0,0,0,0,0,0,9.68,0.27,35,-68.432,-1.96,-2.42,-1.49,-71.275,-2.04,-2.58,-1.49,-52.08,-1.49,-1.98,-0.99,-71.793,-2.05,-2.59,-1.51,-74.058,-2.12,-2.65,-1.58,30,83.3,29,80.6,9,25,25,69.4,1,2.8,0,0,0,0,0,0,0,0,0,0,0,z,0,z,1,2.8,1,2.8,0,0,0,z,0,z,22,0.61,32,0.89,2,0.06,0,0,0,0,75,2.1,64,1.8,41,1.1,84,2.3,84,2.3,0,0,22,0.6,45,1.3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Revised,Alternative provision,2,14,124,8.9,11,78.6,0,0,0,0,0,0,0,0,0,0,6.17,0.44,14,-35.596,-2.54,-3.28,-1.8,-32.1,-2.29,-3.15,-1.44,-28.01,-2,-2.78,-1.22,-39.773,-2.84,-3.7,-1.98,-38.806,-2.77,-3.62,-1.92,11,78.6,11,78.6,10,71.4,11,78.6,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,20,1.43,17,1.21,0,0,0,0,0,0,43,3.1,34,2.4,13,0.9,34,2.4,34,2.4,0,0,7,0.5,18,1.3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Revised,Alternative provision,2,9,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.09,9,-23.625,-2.63,-3.55,-1.7,-27.15,-3.02,-4.09,-1.95,-21.84,-2.43,-3.4,-1.45,-20.131,-2.24,-3.31,-1.17,-25.963,-2.88,-3.95,-1.82,2,22.2,2,22.2,0,0,0,0,1,11.1,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,0,0,0,0,2.5,0.28,0,0,0,0,2,0.2,0,0,5,0.6,1,0.1,1,0.1,0,0,2,0.2,1,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Revised,Alternative provision,2,13,82,6.3,4,30.8,0,0,0,0,0,0,0,0,0,0,5.01,0.39,10,-25.19,-2.52,-3.4,-1.64,-26.875,-2.69,-3.7,-1.67,-18.875,-1.89,-2.81,-0.96,-25.874,-2.59,-3.6,-1.57,-27.596,-2.76,-3.77,-1.75,6,46.2,5,38.5,1,7.7,6,46.2,1,7.7,1,7.7,0,0,1,7.7,0,0,0,0,0,0,0,z,1,7.7,2,15.4,1,100,0,0,0,z,6,0.46,15,1.15,4.5,0.35,0,0,0,0,17,1.3,30,2.3,19,1.5,16,1.2,16,1.2,0,0,6,0.5,5,0.4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Revised,Alternative provision,2,60,502.25,8.4,42,70,1,1.7,1,1.7,0,0,0,0,0,0,19.39,0.32,55,-149.37,-2.72,-3.09,-2.34,-173.36,-3.15,-3.58,-2.72,-95.75,-1.74,-2.13,-1.35,-152.904,-2.78,-3.21,-2.35,-165.589,-3.01,-3.44,-2.58,48,80,48,80,0,0,45,75,3,5,0,0,1,1.7,0,0,3,5,0,0,0,z,1,100,0,0,9,15,1,33.3,0,z,1,100,0,0,93,1.55,9,0.15,0,0,5,0.08,92,1.5,186,3.1,92,1.5,132.25,2.2,122,2,10.25,0.2,42,0.7,45,0.8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Revised,Alternative provision,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.586,-1.59,-4.36,1.19,-1.905,-1.91,-5.11,1.3,-1.145,-1.15,-4.06,1.77,-1.397,-1.4,-4.6,1.81,-1.853,-1.85,-5.03,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Revised,Alternative provision,2,25,100,4,15,60,0,0,0,0,0,0,0,0,0,0,6.51,0.26,23,-82.442,-3.58,-4.16,-3.01,-86.31,-3.75,-4.42,-3.08,-62.78,-2.73,-3.34,-2.12,-82.997,-3.61,-4.28,-2.94,-92.433,-4.02,-4.68,-3.36,17,68,16,64,1,4,17,68,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,z,0,0,1,4,0,0,0,0,0,z,3,0.12,27,1.08,3,0.12,3,0.12,0,0,29,1.2,54,2.2,11,0.4,6,0.2,6,0.2,0,0,5,0.2,2,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Revised,Alternative provision,2,14,16,1.1,1,7.1,0,0,0,0,0,0,0,0,0,0,0.83,0.06,11,-35.406,-3.22,-4.05,-2.38,-38.15,-3.47,-4.43,-2.5,-29.44,-2.68,-3.56,-1.8,-34.328,-3.12,-4.09,-2.15,-38.63,-3.51,-4.47,-2.55,4,28.6,3,21.4,0,0,3,21.4,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,5,0.36,0,0,0,0,0,0,6,0.4,10,0.7,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Revised,Alternative provision,3,99,790.5,8,47,47.5,1,1,10,10.1,0,0,0,0,0,0,59.03,0.6,96,-275.237,-2.87,-3.15,-2.58,-276.055,-2.88,-3.2,-2.55,-211.925,-2.21,-2.51,-1.91,-275.586,-2.87,-3.2,-2.54,-316.612,-3.3,-3.62,-2.97,48,48.5,47,47.5,25,25.3,48,48.5,18,18.2,2,2,0,0,6,6.1,4,4,3,16.7,0,0,0,z,13,13.1,13,13.1,8,44.4,0,0,0,z,91,0.92,127,1.28,66.5,0.67,3,0.03,0,0,233,2.4,254,2.6,157,1.6,146.5,1.5,126,1.3,20.5,0.2,48,0.5,44,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Revised,Alternative provision,3,42,297,7.1,23,54.8,0,0,1,2.4,0,0,0,0,0,0,25.14,0.6,37,-118.175,-3.19,-3.65,-2.74,-135.91,-3.67,-4.2,-3.15,-94.215,-2.55,-3.03,-2.07,-107.572,-2.91,-3.43,-2.38,-132.965,-3.59,-4.12,-3.07,24,57.1,24,57.1,4,9.5,24,57.1,17,40.5,3,7.1,1,2.4,0,0,2,4.8,0,0,0,0,1,100,2,4.8,6,14.3,2,11.8,0,0,1,100,12,0.29,47,1.12,41.5,0.99,4,0.1,5,0.12,50,1.2,94,2.2,99,2.4,54,1.3,46,1.1,8,0.2,38,0.9,13,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Revised,Alternative provision,2,31,137,4.4,11,35.5,0,0,1,3.2,0,0,0,0,0,0,6.67,0.22,27,-90.448,-3.35,-3.88,-2.82,-94.17,-3.49,-4.1,-2.87,-73.43,-2.72,-3.28,-2.16,-92.875,-3.44,-4.06,-2.82,-96.883,-3.59,-4.2,-2.98,12,38.7,12,38.7,4,12.9,12,38.7,0,0,0,0,0,0,1,3.2,1,3.2,0,z,0,z,0,z,2,6.5,1,3.2,0,z,0,z,0,z,14,0.45,26,0.84,0,0,0,0,0,0,39,1.3,52,1.7,16,0.5,30,1,30,1,0,0,6,0.2,13,0.4
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Revised,Alternative provision,2,43,241,5.6,22,51.2,0,0,0,0,0,0,0,0,0,0,10.84,0.25,36,-102.912,-2.86,-3.32,-2.4,-111.845,-3.11,-3.64,-2.57,-73.575,-2.04,-2.53,-1.56,-99.517,-2.76,-3.3,-2.23,-119.914,-3.33,-3.86,-2.8,24,55.8,22,51.2,1,2.3,24,55.8,3,7,4,9.3,0,0,0,0,0,0,0,0,0,0,0,z,1,2.3,0,0,0,0,0,0,0,z,4,0.09,46,1.07,5.5,0.13,4,0.09,0,0,59,1.4,92,2.1,54,1.3,36,0.8,29,0.7,7,0.2,25,0.6,14,0.3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Revised,Alternative provision,6,48,411,8.6,34,70.8,0,0,1,2.1,0,0,0,0,0,0,25.67,0.53,41,-101.554,-2.48,-2.91,-2.04,-92.55,-2.26,-2.76,-1.76,-63.075,-1.54,-1.99,-1.08,-104.743,-2.55,-3.06,-2.05,-130.027,-3.17,-3.67,-2.67,35,72.9,33,68.8,28,58.3,35,72.9,1,2.1,0,0,0,0,1,2.1,2,4.2,1,100,0,z,0,z,5,10.4,4,8.3,1,100,0,z,0,z,65,1.35,71,1.48,9,0.19,0,0,0,0,134,2.8,142,3,79,1.6,56,1.2,56,1.2,0,0,32,0.7,28,0.6
