time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill
202223,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Revised,Alternative provision,1,18,47,2.6,4,22.2,0,0,0,0,0,0,0,0,0,0,3.33,0.19,15,-36.212,-2.41,-3.13,-1.7,-37.93,-2.53,-3.36,-1.7,-25.27,-1.68,-2.44,-0.93,-35.355,-2.36,-3.18,-1.53,-43.218,-2.88,-3.7,-2.06,4,22.2,4,22.2,1,5.6,4,22.2,1,5.6,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,3,0.17,11,0.61,3,0.17,0,0,0,0,17,0.9,22,1.2,6,0.3,2,0.1,2,0.1,0,0,2,0.1,1,0.1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Revised,Alternative provision,2,30,370,12.3,18,60,2,6.7,4,13.3,0,0,0,0,0,0,25.17,0.84,22,-53.177,-2.42,-3.01,-1.83,-55.18,-2.51,-3.19,-1.82,-41.65,-1.89,-2.52,-1.27,-47.207,-2.15,-2.83,-1.46,-65.512,-2.98,-3.66,-2.3,20,66.7,20,66.7,8,26.7,19,63.3,12,40,0,0,3,10,6,20,2,6.7,2,16.7,0,z,3,100,8,26.7,4,13.3,2,16.7,0,z,3,100,44,1.47,44,1.47,22,0.73,0,0,19,0.63,108,3.6,88,2.9,103,3.4,71,2.4,71,2.4,0,0,34,1.1,14,0.5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Revised,Alternative provision,2,29,143.75,5,19,65.5,0,0,0,0,0,0,0,0,0,0,5.84,0.2,29,-73.428,-2.53,-3.05,-2.02,-81.435,-2.81,-3.4,-2.21,-51.42,-1.77,-2.32,-1.23,-69.747,-2.41,-3,-1.81,-86.476,-2.98,-3.57,-2.39,20,69,19,65.5,2,6.9,19,65.5,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,1,3.4,0,0,0,z,0,z,0,z,6,0.21,29,1,0,0,0,0,0,0,38,1.3,58,2,27,0.9,20.75,0.7,7,0.2,13.75,0.5,18,0.6,7,0.2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Revised,Alternative provision,1,72,228,3.2,23,31.9,0,0,1,1.4,0,0,0,0,0,0,12.03,0.17,65,-209.932,-3.23,-3.57,-2.89,-231.285,-3.56,-3.96,-3.16,-186.09,-2.86,-3.22,-2.5,-205.098,-3.16,-3.55,-2.76,-216.422,-3.33,-3.72,-2.93,36,50,35,48.6,4,5.6,25,34.7,6,8.3,1,1.4,0,0,0,0,0,0,0,0,0,0,0,z,0,0,1,1.4,0,0,0,0,0,z,9,0.13,35,0.49,12.5,0.17,3,0.04,0,0,56,0.8,70,1,28,0.4,74,1,40,0.6,34,0.5,13,0.2,20,0.3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Revised,Alternative provision,3,71,481,6.8,29,40.8,0,0,3,4.2,0,0,0,0,0,0,23.48,0.33,65,-174.472,-2.68,-3.03,-2.34,-201.27,-3.1,-3.49,-2.7,-121.835,-1.87,-2.24,-1.51,-168.106,-2.59,-2.98,-2.19,-198.067,-3.05,-3.44,-2.65,39,54.9,37,52.1,6,8.5,37,52.1,4,5.6,5,7,0,0,0,0,2,2.8,0,0,0,0,0,z,0,0,7,9.9,2,50,0,0,0,z,15,0.21,88,1.24,14.5,0.2,9,0.13,0,0,94,1.3,176,2.5,109,1.5,102,1.4,84,1.2,18,0.3,38,0.5,30,0.4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Revised,Alternative provision,5,72,430.25,6,30,41.7,1,1.4,3,4.2,0,0,0,0,0,0,31.69,0.44,61,-151.782,-2.49,-2.84,-2.13,-164.52,-2.7,-3.11,-2.29,-110.73,-1.82,-2.19,-1.44,-144.387,-2.37,-2.78,-1.96,-178.071,-2.92,-3.33,-2.51,35,48.6,34,47.2,9,12.5,34,47.2,14,19.4,13,18.1,0,0,1,1.4,2,2.8,0,0,0,0,0,z,4,5.6,7,9.7,0,0,0,0,0,z,35,0.49,69,0.96,31,0.43,24,0.33,0,0,109,1.5,138,1.9,102,1.4,81.25,1.1,76,1.1,5.25,0.1,48,0.7,25,0.3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Revised,Alternative provision,3,40,353,8.8,21,52.5,1,2.5,4,10,1,2.5,0,0,0,0,23.5,0.59,32,-79.212,-2.48,-2.97,-1.99,-91.545,-2.86,-3.43,-2.29,-48.45,-1.51,-2.03,-1,-78.333,-2.45,-3.01,-1.88,-92.398,-2.89,-3.45,-2.32,23,57.5,22,55,2,5,22,55,13,32.5,1,2.5,2,5,1,2.5,3,7.5,0,0,0,0,1,50,2,5,5,12.5,1,7.7,0,0,1,50,9,0.23,61,1.53,28.5,0.71,2,0.05,12,0.3,69,1.7,122,3.1,78,2,84,2.1,84,2.1,0,0,27,0.7,18,0.5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Revised,Alternative provision,1,11,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.02,9,-30.476,-3.39,-4.31,-2.46,-33.72,-3.75,-4.82,-2.68,-28.485,-3.17,-4.14,-2.19,-28.394,-3.15,-4.22,-2.09,-31.711,-3.52,-4.58,-2.46,1,9.1,1,9.1,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,1,0.09,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Revised,Alternative provision,3,46,564,12.3,35,76.1,1,2.2,1,2.2,0,0,0,0,0,0,28.81,0.63,40,-88.926,-2.22,-2.66,-1.78,-90.265,-2.26,-2.76,-1.75,-52.07,-1.3,-1.76,-0.84,-122.048,-3.05,-3.56,-2.54,-79.491,-1.99,-2.49,-1.48,39,84.8,39,84.8,16,34.8,36,78.3,2,4.3,10,21.7,1,2.2,1,2.2,2,4.3,0,0,0,0,1,100,2,4.3,7,15.2,0,0,0,0,1,100,51,1.11,87,1.89,4.5,0.1,17,0.37,9,0.2,141,3.1,174,3.8,37,0.8,212,4.6,208,4.5,4,0.1,16,0.3,56,1.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Revised,Alternative provision,2,26,170,6.5,18,69.2,0,0,1,3.8,0,0,0,0,0,0,15.35,0.59,22,-62.331,-2.83,-3.42,-2.24,-69.49,-3.16,-3.84,-2.48,-39.62,-1.8,-2.42,-1.18,-54.082,-2.46,-3.14,-1.77,-80.948,-3.68,-4.36,-3,21,80.8,20,76.9,0,0,20,76.9,11,42.3,0,0,1,3.8,0,0,0,0,0,0,0,z,1,100,0,0,2,7.7,1,9.1,0,z,1,100,0,0,36,1.38,24.5,0.94,0,0,7,0.27,39,1.5,72,2.8,56,2.2,3,0.1,3,0.1,0,0,23,0.9,1,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Revised,Alternative provision,1,14,176.5,12.6,12,85.7,1,7.1,1,7.1,0,0,0,0,0,0,8.67,0.62,14,-34.301,-2.45,-3.19,-1.71,-32.6,-2.33,-3.19,-1.47,-26.6,-1.9,-2.68,-1.12,-40.023,-2.86,-3.72,-2,-34.857,-2.49,-3.34,-1.64,14,100,14,100,7,50,12,85.7,1,7.1,0,0,0,0,1,7.1,1,7.1,1,100,0,z,0,z,2,14.3,1,7.1,1,100,0,z,0,z,19,1.36,23,1.64,5,0.36,0,0,0,0,50,3.6,46,3.3,24,1.7,56.5,4,53,3.8,3.5,0.3,8,0.6,24,1.7
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Revised,Alternative provision,6,31,135,4.4,11,35.5,1,3.2,2,6.5,0,0,0,0,0,0,9.68,0.31,26,-72.658,-2.79,-3.34,-2.25,-78.46,-3.02,-3.65,-2.39,-54.95,-2.11,-2.69,-1.54,-68.673,-2.64,-3.27,-2.01,-84.584,-3.25,-3.88,-2.63,13,41.9,12,38.7,1,3.2,11,35.5,5,16.1,1,3.2,0,0,0,0,1,3.2,0,0,0,0,0,z,1,3.2,2,6.5,2,40,0,0,0,z,4,0.13,25,0.81,13,0.42,3,0.1,0,0,36,1.2,50,1.6,32,1,17,0.5,15,0.5,2,0.1,12,0.4,7,0.2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Revised,Alternative provision,5,84,317,3.8,23,27.4,1,1.2,2,2.4,0,0,0,0,0,0,25.68,0.31,68,-211.401,-3.11,-3.44,-2.77,-236.715,-3.48,-3.87,-3.09,-178.8,-2.63,-2.98,-2.28,-194.502,-2.86,-3.25,-2.47,-233.156,-3.43,-3.81,-3.04,33,39.3,28,33.3,3,3.6,27,32.1,22,26.2,2,2.4,0,0,2,2.4,1,1.2,1,4.5,1,50,0,z,2,2.4,3,3.6,2,9.1,1,50,0,z,14,0.17,50,0.6,40.5,0.48,9,0.11,0,0,64,0.8,100,1.2,92,1.1,61,0.7,61,0.7,0,0,35,0.4,20,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Revised,Alternative provision,3,47,197,4.2,25,53.2,1,2.1,2,4.3,0,0,0,0,0,0,11.86,0.25,46,-148.052,-3.22,-3.63,-2.81,-154.63,-3.36,-3.83,-2.89,-108.91,-2.37,-2.8,-1.94,-148.084,-3.22,-3.69,-2.75,-169.754,-3.69,-4.16,-3.22,27,57.4,26,55.3,4,8.5,27,57.4,1,2.1,0,0,0,0,1,2.1,1,2.1,0,0,0,z,0,z,1,2.1,4,8.5,0,0,0,z,0,z,14,0.3,50,1.06,3.5,0.07,0,0,0,0,63,1.3,100,2.1,22,0.5,12,0.3,12,0.3,0,0,7,0.1,5,0.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Revised,Alternative provision,2,76,474.75,6.2,46,60.5,0,0,4,5.3,0,0,0,0,0,0,30.03,0.4,68,-208.854,-3.07,-3.41,-2.74,-217.15,-3.19,-3.58,-2.8,-145.62,-2.14,-2.5,-1.79,-209.641,-3.08,-3.47,-2.69,-244.707,-3.6,-3.98,-3.21,51,67.1,49,64.5,15,19.7,51,67.1,7,9.2,2,2.6,0,0,1,1.3,3,3.9,0,0,0,0,0,z,6,7.9,7,9.2,0,0,1,50,0,z,39,0.51,99,1.3,18,0.24,6,0.08,0,0,143,1.9,198,2.6,79,1,54.75,0.7,53,0.7,1.75,0,36,0.5,24,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Revised,Alternative provision,2,87,763,8.8,61,70.1,1,1.1,2,2.3,0,0,0,0,0,0,36.33,0.42,79,-213.765,-2.71,-3.02,-2.39,-214.595,-2.72,-3.08,-2.36,-171.24,-2.17,-2.5,-1.84,-229.843,-2.91,-3.27,-2.55,-225.525,-2.85,-3.21,-2.5,67,77,63,72.4,35,40.2,62,71.3,2,2.3,15,17.2,1,1.1,1,1.1,2,2.3,1,50,0,0,1,100,4,4.6,4,4.6,1,50,0,0,1,100,82,0.94,104,1.2,5.5,0.06,16,0.18,5,0.06,217,2.5,208,2.4,115,1.3,223,2.6,188,2.2,35,0.4,60,0.7,97,1.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Revised,Alternative provision,2,19,71,3.7,8,42.1,0,0,1,5.3,0,0,0,0,0,0,3.83,0.2,18,-58.578,-3.25,-3.91,-2.6,-59.585,-3.31,-4.07,-2.55,-47.09,-2.62,-3.3,-1.93,-58.916,-3.27,-4.03,-2.52,-65.214,-3.62,-4.37,-2.87,9,47.4,9,47.4,3,15.8,9,47.4,0,0,0,0,0,0,0,0,1,5.3,0,z,0,z,0,z,1,5.3,1,5.3,0,z,0,z,0,z,8,0.42,15,0.79,0,0,0,0,0,0,26,1.4,30,1.6,7,0.4,8,0.4,8,0.4,0,0,2,0.1,3,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Revised,Alternative provision,2,45,150,3.3,3,6.7,0,0,0,0,0,0,0,0,0,0,10.67,0.24,42,-154.682,-3.68,-4.11,-3.26,-178.2,-4.24,-4.74,-3.75,-113.42,-2.7,-3.15,-2.25,-155.925,-3.71,-4.21,-3.22,-165.286,-3.94,-4.43,-3.44,31,68.9,27,60,1,2.2,31,68.9,1,2.2,1,2.2,0,0,1,2.2,1,2.2,0,0,0,0,0,z,1,2.2,2,4.4,0,0,0,0,0,z,5,0.11,50,1.11,3,0.07,3,0.07,0,0,14,0.3,100,2.2,11,0.2,25,0.6,10,0.2,15,0.3,4,0.1,6,0.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Revised,Alternative provision,3,53,339,6.4,38,71.7,0,0,1,1.9,0,0,0,0,0,0,18.5,0.35,48,-149.981,-3.12,-3.52,-2.72,-161,-3.35,-3.82,-2.89,-100.6,-2.1,-2.52,-1.67,-159.349,-3.32,-3.78,-2.86,-166.217,-3.46,-3.92,-3,42,79.2,37,69.8,6,11.3,41,77.4,2,3.8,3,5.7,0,0,1,1.9,0,0,0,0,0,0,0,z,1,1.9,3,5.7,2,100,0,0,0,z,16,0.3,75,1.42,8,0.15,4,0.08,0,0,82,1.5,150,2.8,38,0.7,69,1.3,69,1.3,0,0,17,0.3,23,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Revised,Alternative provision,3,47,180,3.8,26,55.3,0,0,2,4.3,0,0,0,0,0,0,8.35,0.18,43,-143.891,-3.35,-3.77,-2.92,-157.21,-3.66,-4.14,-3.17,-118.51,-2.76,-3.2,-2.31,-134.275,-3.12,-3.61,-2.63,-161.552,-3.76,-4.24,-3.27,31,66,27,57.4,1,2.1,27,57.4,2,4.3,1,2.1,0,0,0,0,0,0,0,0,0,0,0,z,0,0,3,6.4,0,0,0,0,0,z,2,0.04,36,0.77,6,0.13,0,0,0,0,43,0.9,72,1.5,50,1.1,15,0.3,11,0.2,4,0.1,27,0.6,4,0.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Revised,Alternative provision,2,62,139,2.2,7,11.3,1,1.6,2,3.2,0,0,0,0,0,0,11.34,0.18,56,-166.256,-2.97,-3.34,-2.6,-184.785,-3.3,-3.73,-2.87,-147.905,-2.64,-3.03,-2.25,-153.194,-2.74,-3.16,-2.31,-179.213,-3.2,-3.63,-2.78,8,12.9,8,12.9,7,11.3,7,11.3,4,6.5,3,4.8,0,0,1,1.6,2,3.2,1,25,0,0,0,z,3,4.8,2,3.2,2,50,0,0,0,z,17,0.27,19,0.31,14,0.23,4,0.06,0,0,36,0.6,38,0.6,34,0.5,31,0.5,27,0.4,4,0.1,10,0.2,10,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Revised,Alternative provision,2,19,275,14.5,13,68.4,4,21.1,5,26.3,0,0,0,0,0,0,17.51,0.92,18,-45.083,-2.5,-3.16,-1.85,-45.485,-2.53,-3.28,-1.77,-27.59,-1.53,-2.22,-0.84,-47.061,-2.61,-3.37,-1.86,-54.497,-3.03,-3.78,-2.28,14,73.7,14,73.7,3,15.8,13,68.4,4,21.1,0,0,0,0,2,10.5,6,31.6,3,75,0,z,0,z,2,10.5,6,31.6,4,100,0,z,0,z,18,0.95,42,2.21,22.5,1.18,0,0,0,0,66,3.5,84,4.4,66,3.5,59,3.1,59,3.1,0,0,21,1.1,12,0.6
202223,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Revised,Alternative provision,2,64,205.5,3.2,12,18.8,0,0,0,0,0,0,0,0,0,0,11.99,0.19,57,-193.949,-3.4,-3.77,-3.04,-201.88,-3.54,-3.97,-3.12,-175.79,-3.08,-3.47,-2.7,-191.209,-3.35,-3.78,-2.93,-203.51,-3.57,-3.99,-3.15,23,35.9,21,32.8,5,7.8,16,25,2,3.1,4,6.3,0,0,3,4.7,0,0,0,0,1,25,0,z,3,4.7,1,1.6,0,0,1,25,0,z,21,0.33,30,0.47,6,0.09,9,0.14,0,0,72,1.1,60,0.9,24,0.4,49.5,0.8,41,0.6,8.5,0.1,8,0.1,18,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Revised,Alternative provision,2,28,147,5.3,15,53.6,1,3.6,1,3.6,0,0,0,0,0,0,6.33,0.23,25,-82.243,-3.29,-3.84,-2.74,-88.515,-3.54,-4.18,-2.9,-60.645,-2.43,-3.01,-1.84,-87.767,-3.51,-4.15,-2.87,-86.961,-3.48,-4.11,-2.84,17,60.7,17,60.7,0,0,16,57.1,0,0,1,3.6,0,0,0,0,1,3.6,0,z,1,100,0,z,0,0,1,3.6,0,z,1,100,0,z,0,0,32,1.14,0,0,6,0.21,0,0,38,1.4,64,2.3,7,0.3,38,1.4,27,1,11,0.4,2,0.1,12,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Revised,Alternative provision,5,74,437,5.9,33,44.6,2,2.7,3,4.1,0,0,0,0,0,0,34.53,0.47,69,-200.802,-2.91,-3.24,-2.58,-220.8,-3.2,-3.59,-2.81,-155.9,-2.26,-2.61,-1.91,-183.765,-2.66,-3.05,-2.28,-234.449,-3.4,-3.78,-3.01,38,51.4,37,50,8,10.8,36,48.6,19,25.7,2,2.7,1,1.4,2,2.7,3,4.1,1,5.3,0,0,1,100,3,4.1,5,6.8,3,15.8,0,0,1,100,28,0.38,76,1.03,46,0.62,2,0.03,9,0.12,104,1.4,152,2.1,126,1.7,55,0.7,45,0.6,10,0.1,53,0.7,25,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Revised,Alternative provision,2,24,175,7.3,9,37.5,2,8.3,2,8.3,0,0,0,0,0,0,6.67,0.28,21,-61.808,-2.94,-3.55,-2.34,-71.835,-3.42,-4.12,-2.72,-35.555,-1.69,-2.33,-1.06,-65.976,-3.14,-3.84,-2.44,-68.47,-3.26,-3.95,-2.57,15,62.5,15,62.5,0,0,14,58.3,0,0,0,0,0,0,0,0,2,8.3,0,z,0,z,0,z,0,0,4,16.7,0,z,0,z,0,z,0,0,40,1.67,0,0,0,0,0,0,31,1.3,80,3.3,24,1,40,1.7,33,1.4,7,0.3,10,0.4,10,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Revised,Alternative provision,2,26,150.5,5.8,18,69.2,1,3.8,2,7.7,0,0,0,0,0,0,8.01,0.31,26,-82.462,-3.17,-3.72,-2.63,-78.44,-3.02,-3.65,-2.39,-56.075,-2.16,-2.73,-1.58,-87.358,-3.36,-3.99,-2.73,-97.849,-3.76,-4.39,-3.14,21,80.8,21,80.8,1,3.8,20,76.9,1,3.8,1,3.8,0,0,0,0,1,3.8,0,0,0,0,0,z,0,0,3,11.5,0,0,0,0,0,z,2,0.08,37,1.42,3.5,0.13,2,0.08,0,0,59,2.3,74,2.8,9,0.3,8.5,0.3,5,0.2,3.5,0.1,3,0.1,6,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Revised,Alternative provision,1,19,90.5,4.8,4,21.1,2,10.5,2,10.5,0,0,0,0,0,0,5.49,0.29,18,-60.609,-3.37,-4.02,-2.71,-65.02,-3.61,-4.37,-2.86,-47.65,-2.65,-3.34,-1.96,-59.833,-3.32,-4.08,-2.57,-67.096,-3.73,-4.48,-2.98,5,26.3,5,26.3,1,5.3,5,26.3,1,5.3,0,0,0,0,1,5.3,3,15.8,0,0,0,z,0,z,1,5.3,3,15.8,1,100,0,z,0,z,5,0.26,19,1,4.5,0.24,0,0,0,0,23,1.2,38,2,16,0.8,13.5,0.7,4,0.2,9.5,0.5,4,0.2,3,0.2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Revised,Alternative provision,2,19,84,4.4,11,57.9,0,0,1,5.3,0,0,0,0,0,0,3.02,0.16,17,-59.83,-3.52,-4.19,-2.85,-62.605,-3.68,-4.46,-2.91,-47.73,-2.81,-3.52,-2.1,-64.16,-3.77,-4.55,-3,-61.721,-3.63,-4.4,-2.86,11,57.9,10,52.6,0,0,11,57.9,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,2,10.5,0,z,0,z,0,z,0,0,18,0.95,0,0,0,0,0,0,24,1.3,36,1.9,0,0,24,1.3,24,1.3,0,0,0,0,12,0.6
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Revised,Alternative provision,3,27,73.75,2.7,5,18.5,0,0,0,0,0,0,0,0,0,0,6.66,0.25,21,-49.757,-2.37,-2.97,-1.76,-58.635,-2.79,-3.49,-2.09,-38.735,-1.84,-2.48,-1.21,-42.596,-2.03,-2.73,-1.33,-58.344,-2.78,-3.47,-2.08,6,22.2,5,18.5,0,0,5,18.5,5,18.5,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,2,40,0,z,0,z,0,0,13,0.48,13.5,0.5,0,0,0,0,14,0.5,26,1,27,1,6.75,0.3,0,0,6.75,0.3,8,0.3,2,0.1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Revised,Alternative provision,2,50,233,4.7,36,72,0,0,0,0,0,0,0,0,0,0,13.49,0.27,43,-115.032,-2.68,-3.1,-2.25,-117.125,-2.72,-3.21,-2.24,-76.215,-1.77,-2.22,-1.33,-117.482,-2.73,-3.22,-2.24,-137.061,-3.19,-3.67,-2.7,38,76,36,72,2,4,37,74,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,z,2,4,2,4,0,0,0,0,0,z,8,0.16,57,1.14,7,0.14,2,0.04,0,0,83,1.7,114,2.3,18,0.4,18,0.4,10,0.2,8,0.2,8,0.2,5,0.1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Revised,Alternative provision,2,68,371.25,5.5,46,67.6,1,1.5,1,1.5,1,1.5,0,0,0,0,20.68,0.3,62,-157.833,-2.55,-2.9,-2.19,-168.34,-2.72,-3.12,-2.31,-112.04,-1.81,-2.18,-1.44,-152.297,-2.46,-2.86,-2.05,-186.903,-3.01,-3.42,-2.61,55,80.9,50,73.5,7,10.3,52,76.5,4,5.9,5,7.4,1,1.5,1,1.5,1,1.5,1,25,0,0,0,0,2,2.9,3,4.4,1,25,1,20,0,0,20,0.29,71,1.04,12,0.18,6,0.09,3,0.04,109,1.6,142,2.1,76,1.1,44.25,0.7,37,0.5,7.25,0.1,36,0.5,17,0.3
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Revised,Alternative provision,3,31,271.5,8.8,12,38.7,4,12.9,6,19.4,0,0,0,0,0,0,17.17,0.55,30,-101.486,-3.38,-3.89,-2.88,-103.135,-3.44,-4.02,-2.85,-74.89,-2.5,-3.03,-1.96,-101.597,-3.39,-3.97,-2.8,-117.988,-3.93,-4.51,-3.35,16,51.6,16,51.6,3,9.7,14,45.2,2,6.5,2,6.5,0,0,3,9.7,5,16.1,2,100,1,50,0,z,3,9.7,8,25.8,2,100,1,50,0,z,21,0.68,50,1.61,12,0.39,8,0.26,0,0,72,2.3,100,3.2,62,2,37.5,1.2,32,1,5.5,0.2,13,0.4,6,0.2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Revised,Alternative provision,2,108,818,7.6,65,60.2,3,2.8,5,4.6,0,0,0,0,0,0,33.78,0.31,103,-324.938,-3.15,-3.43,-2.88,-331.835,-3.22,-3.54,-2.91,-229.91,-2.23,-2.52,-1.94,-371.559,-3.61,-3.92,-3.29,-337.128,-3.27,-3.59,-2.96,88,81.5,84,77.8,3,2.8,77,71.3,2,1.9,0,0,0,0,3,2.8,4,3.7,2,100,0,z,0,z,3,2.8,10,9.3,2,100,0,z,0,z,18,0.17,163,1.51,11,0.1,0,0,0,0,232,2.1,326,3,22,0.2,238,2.2,204,1.9,34,0.3,4,0,63,0.6
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Revised,Alternative provision,1,26,220,8.5,17,65.4,1,3.8,2,7.7,0,0,0,0,0,0,19.67,0.76,26,-84.648,-3.26,-3.8,-2.71,-95.225,-3.66,-4.29,-3.03,-63.99,-2.46,-3.03,-1.89,-75.076,-2.89,-3.52,-2.26,-100.944,-3.88,-4.51,-3.26,19,73.1,16,61.5,1,3.8,19,73.1,16,61.5,3,11.5,0,0,0,0,2,7.7,1,6.3,0,0,0,z,1,3.8,4,15.4,2,12.5,0,0,0,z,4,0.15,39,1.5,34.5,1.33,6,0.23,0,0,43,1.7,78,3,75,2.9,24,0.9,24,0.9,0,0,29,1.1,12,0.5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Revised,Alternative provision,1,4,7,1.8,1,25,0,0,0,0,0,0,0,0,0,0,0.17,0.04,2,-4.695,-2.35,-4.31,-0.39,-5.67,-2.84,-5.1,-0.57,-3.255,-1.63,-3.69,0.44,-4.36,-2.18,-4.45,0.09,-5.336,-2.67,-4.92,-0.42,2,50,2,50,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,1,0.25,0,0,0,0,0,0,5,1.3,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0
